provider,model,condition_id,definition_id,prompt_style,label_space,seed,method,n,positives,negatives,tp,tn,fp,fn,accuracy,balanced_accuracy,precision,recall,specificity,f1,mcc,cohen_kappa,positive_call_rate,brier,log_loss,ece_10,roc_auc,pr_auc,mean_probability
gemini,gemini-3.1-flash-lite,P2_D2_CURRENT,D2_current_strict,P2_simple_definition,new,17,stacked_logistic_0.5,42,32,10,23,3,7,9,0.6190476190476191,0.509375,0.7666666666666667,0.71875,0.3,0.7419354838709677,0.017677669529663688,0.01754385964912275,0.7142857142857143,0.20922087614598117,0.6146863891501572,0.18334272787367625,0.5859375,0.8379648371436722,0.6772746039046713
gemini,gemini-3.1-flash-lite,P2_D2_CURRENT,D2_current_strict,P2_simple_definition,new,17,stacked_logistic_tuned_threshold,42,32,10,12,8,2,20,0.47619047619047616,0.5875,0.8571428571428571,0.375,0.8,0.5217391304347826,0.15811388300841897,0.108108108108108,0.3333333333333333,0.20922087614598117,0.6146863891501572,0.18334272787367625,0.5859375,0.8379648371436722,0.6772746039046713
gemini,gemini-3.1-flash-lite,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,evidence_gate_tuned,42,32,10,13,8,2,19,0.5,0.603125,0.8666666666666667,0.40625,0.8,0.5531914893617021,0.18333333333333332,0.13017751479289952,0.35714285714285715,0.41042700174145497,1.2973180668706115,0.4696506790851111,0.6640625,0.8788061754225038,0.30738072656799903
gemini,gemini-3.1-flash-lite,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,isotonic_0.5,42,32,10,22,5,5,10,0.6428571428571429,0.59375,0.8148148148148148,0.6875,0.5,0.7457627118644068,0.16666666666666666,0.16000000000000003,0.6428571428571429,0.2000999707249474,1.0834378201148354,0.2153413350895914,0.6578125,0.8396898298460798,0.6972007455204303
gemini,gemini-3.1-flash-lite,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,isotonic_tuned_threshold,42,32,10,13,8,2,19,0.5,0.603125,0.8666666666666667,0.40625,0.8,0.5531914893617021,0.18333333333333332,0.13017751479289952,0.35714285714285715,0.2000999707249474,1.0834378201148354,0.2153413350895914,0.6578125,0.8396898298460798,0.6972007455204303
gemini,gemini-3.1-flash-lite,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,platt_0.5,42,32,10,22,5,5,10,0.6428571428571429,0.59375,0.8148148148148148,0.6875,0.5,0.7457627118644068,0.16666666666666666,0.16000000000000003,0.6428571428571429,0.19847407252637816,0.568770841072229,0.1445844687010343,0.625,0.8569649612667853,0.6913862235731172
gemini,gemini-3.1-flash-lite,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,platt_tuned_threshold,42,32,10,13,8,2,19,0.5,0.603125,0.8666666666666667,0.40625,0.8,0.5531914893617021,0.18333333333333332,0.13017751479289952,0.35714285714285715,0.19847407252637816,0.568770841072229,0.1445844687010343,0.625,0.8569649612667853,0.6913862235731172
gemini,gemini-3.1-flash-lite,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,raw_0.5,42,32,10,9,10,0,23,0.4523809523809524,0.640625,1.0,0.28125,1.0,0.43902439024390244,0.2919371040605711,0.15706806282722507,0.21428571428571427,0.472045238095238,1.5326564032139443,0.5178571428571429,0.7046875,0.8762691576715967,0.2440476190476191
gemini,gemini-3.1-flash-lite,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,raw_tuned_threshold,42,32,10,13,8,2,19,0.5,0.603125,0.8666666666666667,0.40625,0.8,0.5531914893617021,0.18333333333333332,0.13017751479289952,0.35714285714285715,0.472045238095238,1.5326564032139443,0.5178571428571429,0.7046875,0.8762691576715967,0.2440476190476191
gemini,gemini-3.1-flash-lite,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,stacked_logistic_0.5,42,32,10,23,5,5,9,0.6666666666666666,0.609375,0.8214285714285714,0.71875,0.5,0.7666666666666667,0.19764235376052372,0.1923076923076923,0.6666666666666666,0.1991605810597416,0.5697708272963407,0.17944241290501056,0.63125,0.8684590621601944,0.6904075294521782
gemini,gemini-3.1-flash-lite,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,stacked_logistic_tuned_threshold,42,32,10,14,7,3,18,0.5,0.56875,0.8235294117647058,0.4375,0.7,0.5714285714285714,0.11931175180026089,0.0907216494845361,0.40476190476190477,0.1991605810597416,0.5697708272963407,0.17944241290501056,0.63125,0.8684590621601944,0.6904075294521782
gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,evidence_gate_tuned,42,32,10,11,8,2,21,0.4523809523809524,0.571875,0.8461538461538461,0.34375,0.8,0.4888888888888889,0.13243786391515264,0.08695652173913038,0.30952380952380953,0.4344742947167677,1.3257501799725642,0.48557556479895314,0.61875,0.8622005832867763,0.2763291971058087
gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,isotonic_0.5,42,32,10,22,3,7,10,0.5952380952380952,0.49375,0.7586206896551724,0.6875,0.3,0.7213114754098361,-0.011516335992621968,-0.011331444759206777,0.6904761904761905,0.25600707256060273,0.9437975005767567,0.2639083212067437,0.6078125000000001,0.8405756685530861,0.6630752343488119
gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,isotonic_tuned_threshold,42,32,10,14,9,1,18,0.5476190476190477,0.66875,0.9333333333333333,0.4375,0.9,0.5957446808510638,0.3,0.21301775147929003,0.35714285714285715,0.25600707256060273,0.9437975005767567,0.2639083212067437,0.6078125000000001,0.8405756685530861,0.6630752343488119
gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,platt_0.5,42,32,10,22,3,7,10,0.5952380952380952,0.49375,0.7586206896551724,0.6875,0.3,0.7213114754098361,-0.011516335992621968,-0.011331444759206777,0.6904761904761905,0.20493250982437083,0.5797418303365779,0.1385052512452263,0.5859375,0.8486907486510894,0.6867166756857728
gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,platt_tuned_threshold,42,32,10,14,9,1,18,0.5476190476190477,0.66875,0.9333333333333333,0.4375,0.9,0.5957446808510638,0.3,0.21301775147929003,0.35714285714285715,0.20493250982437083,0.5797418303365779,0.1385052512452263,0.5859375,0.8486907486510894,0.6867166756857728
gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,raw_0.5,42,32,10,7,10,0,25,0.40476190476190477,0.609375,1.0,0.21875,1.0,0.358974358974359,0.25,0.11764705882352944,0.16666666666666666,0.5009619047619047,1.555164903298662,0.5495238095238094,0.684375,0.8667566782810685,0.21238095238095234
gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,raw_tuned_threshold,42,32,10,14,9,1,18,0.5476190476190477,0.66875,0.9333333333333333,0.4375,0.9,0.5957446808510638,0.3,0.21301775147929003,0.35714285714285715,0.5009619047619047,1.555164903298662,0.5495238095238094,0.684375,0.8667566782810685,0.21238095238095234
gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,stacked_logistic_0.5,42,32,10,22,3,7,10,0.5952380952380952,0.49375,0.7586206896551724,0.6875,0.3,0.7213114754098361,-0.011516335992621968,-0.011331444759206777,0.6904761904761905,0.2031320896110457,0.5748763215809829,0.14907539956593593,0.5984375,0.8628352948256741,0.6878823867873961
gemini,gemini-3.1-flash-lite,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,stacked_logistic_tuned_threshold,42,32,10,19,8,2,13,0.6428571428571429,0.696875,0.9047619047619048,0.59375,0.8,0.7169811320754716,0.33541019662496846,0.2857142857142857,0.5,0.2031320896110457,0.5748763215809829,0.14907539956593593,0.5984375,0.8628352948256741,0.6878823867873961
openai,gpt-5.6-terra,P1_DIRECT,D0_none,P1_direct,new,17,evidence_gate_tuned,42,32,10,15,7,3,17,0.5238095238095238,0.584375,0.8333333333333334,0.46875,0.7,0.6,0.14523687548277814,0.11392405063291133,0.42857142857142855,0.2261601155705666,0.6308387502330272,0.2129938578794003,0.6546875,0.8736803524962754,0.5818629702598734
openai,gpt-5.6-terra,P1_DIRECT,D0_none,P1_direct,new,17,isotonic_0.5,42,32,10,29,1,9,3,0.7142857142857143,0.503125,0.7631578947368421,0.90625,0.1,0.8285714285714286,0.009068453126375145,0.007874015748031482,0.9047619047619048,0.25289548350481245,2.0380604860550955,0.21461606998814017,0.5031249999999999,0.7724658229433272,0.7058515951779262
openai,gpt-5.6-terra,P1_DIRECT,D0_none,P1_direct,new,17,isotonic_tuned_threshold,42,32,10,12,7,3,20,0.4523809523809524,0.5375,0.8,0.375,0.7,0.5106382978723404,0.06666666666666667,0.047337278106509006,0.35714285714285715,0.25289548350481245,2.0380604860550955,0.21461606998814017,0.5031249999999999,0.7724658229433272,0.7058515951779262
openai,gpt-5.6-terra,P1_DIRECT,D0_none,P1_direct,new,17,platt_0.5,42,32,10,27,1,9,5,0.6666666666666666,0.471875,0.75,0.84375,0.1,0.7941176470588235,-0.06846531968814577,-0.0652173913043479,0.8571428571428571,0.225565974010956,0.6854826630475342,0.20570579841036776,0.5249999999999999,0.8072262213881161,0.7123539005298805
openai,gpt-5.6-terra,P1_DIRECT,D0_none,P1_direct,new,17,platt_tuned_threshold,42,32,10,15,7,3,17,0.5238095238095238,0.584375,0.8333333333333334,0.46875,0.7,0.6,0.14523687548277814,0.11392405063291133,0.42857142857142855,0.225565974010956,0.6854826630475342,0.20570579841036776,0.5249999999999999,0.8072262213881161,0.7123539005298805
openai,gpt-5.6-terra,P1_DIRECT,D0_none,P1_direct,new,17,raw_0.5,42,32,10,13,8,2,19,0.5,0.603125,0.8666666666666667,0.40625,0.8,0.5531914893617021,0.18333333333333332,0.13017751479289952,0.35714285714285715,0.3423357142857143,0.9924467431133088,0.36023809523809525,0.6546875,0.8736803524962754,0.403095238095238
openai,gpt-5.6-terra,P1_DIRECT,D0_none,P1_direct,new,17,raw_tuned_threshold,42,32,10,15,7,3,17,0.5238095238095238,0.584375,0.8333333333333334,0.46875,0.7,0.6,0.14523687548277814,0.11392405063291133,0.42857142857142855,0.3423357142857143,0.9924467431133088,0.36023809523809525,0.6546875,0.8736803524962754,0.403095238095238
openai,gpt-5.6-terra,P1_DIRECT,D0_none,P1_direct,new,17,stacked_logistic_0.5,42,32,10,27,1,9,5,0.6666666666666666,0.471875,0.75,0.84375,0.1,0.7941176470588235,-0.06846531968814577,-0.0652173913043479,0.8571428571428571,0.22558961722944565,0.6856986367304136,0.2057283007498017,0.5249999999999999,0.8072262213881161,0.7123682590757328
openai,gpt-5.6-terra,P1_DIRECT,D0_none,P1_direct,new,17,stacked_logistic_tuned_threshold,42,32,10,15,7,3,17,0.5238095238095238,0.584375,0.8333333333333334,0.46875,0.7,0.6,0.14523687548277814,0.11392405063291133,0.42857142857142855,0.22558961722944565,0.6856986367304136,0.2057283007498017,0.5249999999999999,0.8072262213881161,0.7123682590757328
openai,gpt-5.6-terra,P2_D1_OLD,D1_old_broad,P2_simple_definition,old,17,evidence_gate_tuned,42,32,10,18,7,3,14,0.5952380952380952,0.63125,0.8571428571428571,0.5625,0.7,0.6792452830188679,0.22360679774997896,0.19047619047619047,0.5,0.2924214474737645,0.8254408148470127,0.3273816583492555,0.6484375,0.8957288646313037,0.4345231035555063
openai,gpt-5.6-terra,P2_D1_OLD,D1_old_broad,P2_simple_definition,old,17,isotonic_0.5,42,32,10,20,4,6,12,0.5714285714285714,0.5125,0.7692307692307693,0.625,0.4,0.6896551724137931,0.021926450482675733,0.020725388601036232,0.6190476190476191,0.22479606613920655,0.5755795579917831,0.2610354966501753,0.6765625,0.8980679646440516,0.6562109235724592
openai,gpt-5.6-terra,P2_D1_OLD,D1_old_broad,P2_simple_definition,old,17,isotonic_tuned_threshold,42,32,10,18,9,1,14,0.6428571428571429,0.73125,0.9473684210526315,0.5625,0.9,0.7058823529411765,0.39577285860251626,0.31965442764578844,0.4523809523809524,0.22479606613920655,0.5755795579917831,0.2610354966501753,0.6765625,0.8980679646440516,0.6562109235724592
openai,gpt-5.6-terra,P2_D1_OLD,D1_old_broad,P2_simple_definition,old,17,platt_0.5,42,32,10,21,4,6,11,0.5952380952380952,0.528125,0.7777777777777778,0.65625,0.4,0.711864406779661,0.05,0.04800000000000004,0.6428571428571429,0.26992875462051474,0.7560909894301925,0.2745276552445733,0.6125,0.8803852296742395,0.620042354343562
openai,gpt-5.6-terra,P2_D1_OLD,D1_old_broad,P2_simple_definition,old,17,platt_tuned_threshold,42,32,10,18,7,3,14,0.5952380952380952,0.63125,0.8571428571428571,0.5625,0.7,0.6792452830188679,0.22360679774997896,0.19047619047619047,0.5,0.26992875462051474,0.7560909894301925,0.2745276552445733,0.6125,0.8803852296742395,0.620042354343562
openai,gpt-5.6-terra,P2_D1_OLD,D1_old_broad,P2_simple_definition,old,17,raw_0.5,42,32,10,12,10,0,20,0.5238095238095238,0.6875,1.0,0.375,1.0,0.5454545454545454,0.35355339059327373,0.2222222222222222,0.2857142857142857,0.42308154761904765,1.5204530066966329,0.48892857142857143,0.6484375,0.8957288646313037,0.27297619047619054
openai,gpt-5.6-terra,P2_D1_OLD,D1_old_broad,P2_simple_definition,old,17,raw_tuned_threshold,42,32,10,18,7,3,14,0.5952380952380952,0.63125,0.8571428571428571,0.5625,0.7,0.6792452830188679,0.22360679774997896,0.19047619047619047,0.5,0.42308154761904765,1.5204530066966329,0.48892857142857143,0.6484375,0.8957288646313037,0.27297619047619054
openai,gpt-5.6-terra,P2_D1_OLD,D1_old_broad,P2_simple_definition,old,17,stacked_logistic_0.5,42,32,10,21,4,6,11,0.5952380952380952,0.528125,0.7777777777777778,0.65625,0.4,0.711864406779661,0.05,0.04800000000000004,0.6428571428571429,0.2699031263249035,0.7560002041274493,0.27449669454196185,0.6125,0.8803852296742395,0.620092836638978
openai,gpt-5.6-terra,P2_D1_OLD,D1_old_broad,P2_simple_definition,old,17,stacked_logistic_tuned_threshold,42,32,10,18,7,3,14,0.5952380952380952,0.63125,0.8571428571428571,0.5625,0.7,0.6792452830188679,0.22360679774997896,0.19047619047619047,0.5,0.2699031263249035,0.7560002041274493,0.27449669454196185,0.6125,0.8803852296742395,0.620092836638978
openai,gpt-5.6-terra,P2_D2_CURRENT,D2_current_strict,P2_simple_definition,new,17,evidence_gate_tuned,42,32,10,20,7,3,12,0.6428571428571429,0.6625,0.8695652173913043,0.625,0.7,0.7272727272727273,0.2781106573963628,0.2482100238663485,0.5476190476190477,0.3226675433171891,0.8931560669923597,0.3786512068021952,0.6796875,0.902700620436962,0.3832535551025666
openai,gpt-5.6-terra,P2_D2_CURRENT,D2_current_strict,P2_simple_definition,new,17,isotonic_0.5,42,32,10,21,4,6,11,0.5952380952380952,0.528125,0.7777777777777778,0.65625,0.4,0.711864406779661,0.05,0.04800000000000004,0.6428571428571429,0.34176561311030973,3.8325384901840467,0.35691740900072133,0.6875,0.8955853174603174,0.5533459387626262
openai,gpt-5.6-terra,P2_D2_CURRENT,D2_current_strict,P2_simple_definition,new,17,isotonic_tuned_threshold,42,32,10,17,9,1,15,0.6190476190476191,0.715625,0.9444444444444444,0.53125,0.9,0.68,0.3711609040115441,0.291139240506329,0.42857142857142855,0.34176561311030973,3.8325384901840467,0.35691740900072133,0.6875,0.8955853174603174,0.5533459387626262
openai,gpt-5.6-terra,P2_D2_CURRENT,D2_current_strict,P2_simple_definition,new,17,platt_0.5,42,32,10,21,4,6,11,0.5952380952380952,0.528125,0.7777777777777778,0.65625,0.4,0.711864406779661,0.05,0.04800000000000004,0.6428571428571429,0.29693754819431334,0.8852053826924899,0.3609633855719685,0.6312499999999999,0.8893248925931234,0.5981219767741399
openai,gpt-5.6-terra,P2_D2_CURRENT,D2_current_strict,P2_simple_definition,new,17,platt_tuned_threshold,42,32,10,20,7,3,12,0.6428571428571429,0.6625,0.8695652173913043,0.625,0.7,0.7272727272727273,0.2781106573963628,0.2482100238663485,0.5476190476190477,0.29693754819431334,0.8852053826924899,0.3609633855719685,0.6312499999999999,0.8893248925931234,0.5981219767741399
openai,gpt-5.6-terra,P2_D2_CURRENT,D2_current_strict,P2_simple_definition,new,17,raw_0.5,42,32,10,6,10,0,26,0.38095238095238093,0.59375,1.0,0.1875,1.0,0.3157894736842105,0.22821773229381923,0.09900990099009888,0.14285714285714285,0.48436309523809534,1.6733718342018837,0.5449999999999999,0.6796875,0.902700620436962,0.21690476190476188
openai,gpt-5.6-terra,P2_D2_CURRENT,D2_current_strict,P2_simple_definition,new,17,raw_tuned_threshold,42,32,10,20,7,3,12,0.6428571428571429,0.6625,0.8695652173913043,0.625,0.7,0.7272727272727273,0.2781106573963628,0.2482100238663485,0.5476190476190477,0.48436309523809534,1.6733718342018837,0.5449999999999999,0.6796875,0.902700620436962,0.21690476190476188
openai,gpt-5.6-terra,P2_D2_CURRENT,D2_current_strict,P2_simple_definition,new,17,stacked_logistic_0.5,42,32,10,21,4,6,11,0.5952380952380952,0.528125,0.7777777777777778,0.65625,0.4,0.711864406779661,0.05,0.04800000000000004,0.6428571428571429,0.2968811408437463,0.8848621590871062,0.3609221228861227,0.6312499999999999,0.8893248925931234,0.5981471875021371
openai,gpt-5.6-terra,P2_D2_CURRENT,D2_current_strict,P2_simple_definition,new,17,stacked_logistic_tuned_threshold,42,32,10,20,7,3,12,0.6428571428571429,0.6625,0.8695652173913043,0.625,0.7,0.7272727272727273,0.2781106573963628,0.2482100238663485,0.5476190476190477,0.2968811408437463,0.8848621590871062,0.3609221228861227,0.6312499999999999,0.8893248925931234,0.5981471875021371
openai,gpt-5.6-terra,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,evidence_gate_tuned,42,32,10,14,9,1,18,0.5476190476190477,0.66875,0.9333333333333333,0.4375,0.9,0.5957446808510638,0.3,0.21301775147929003,0.35714285714285715,0.42573084971095243,1.3082477151119365,0.4844363100379772,0.65625,0.886963805972993,0.2774684518667846
openai,gpt-5.6-terra,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,isotonic_0.5,42,32,10,24,2,8,8,0.6190476190476191,0.475,0.75,0.75,0.2,0.75,-0.05,-0.050000000000000044,0.7619047619047619,0.3112149842586848,2.962755578785205,0.25186350030595966,0.6234375000000001,0.8732777863300492,0.63281569078215
openai,gpt-5.6-terra,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,isotonic_tuned_threshold,42,32,10,15,9,1,17,0.5714285714285714,0.684375,0.9375,0.46875,0.9,0.625,0.323415144619467,0.23790322580645162,0.38095238095238093,0.3112149842586848,2.962755578785205,0.25186350030595966,0.6234375000000001,0.8732777863300492,0.63281569078215
openai,gpt-5.6-terra,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,platt_0.5,42,32,10,24,2,8,8,0.6190476190476191,0.475,0.75,0.75,0.2,0.75,-0.05,-0.050000000000000044,0.7619047619047619,0.2422316591250197,0.6783943971496045,0.20594968284765108,0.621875,0.8780375091216683,0.6465629700099924
openai,gpt-5.6-terra,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,platt_tuned_threshold,42,32,10,15,9,1,17,0.5714285714285714,0.684375,0.9375,0.46875,0.9,0.625,0.323415144619467,0.23790322580645162,0.38095238095238093,0.2422316591250197,0.6783943971496045,0.20594968284765108,0.621875,0.8780375091216683,0.6465629700099924
openai,gpt-5.6-terra,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,raw_0.5,42,32,10,8,10,0,24,0.42857142857142855,0.625,1.0,0.25,1.0,0.4,0.2711630722733202,0.136986301369863,0.19047619047619047,0.47656309523809515,1.661875436438714,0.5354761904761904,0.6796875,0.8922628472866585,0.22642857142857148
openai,gpt-5.6-terra,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,raw_tuned_threshold,42,32,10,15,9,1,17,0.5714285714285714,0.684375,0.9375,0.46875,0.9,0.625,0.323415144619467,0.23790322580645162,0.38095238095238093,0.47656309523809515,1.661875436438714,0.5354761904761904,0.6796875,0.8922628472866585,0.22642857142857148
openai,gpt-5.6-terra,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,stacked_logistic_0.5,42,32,10,24,2,8,8,0.6190476190476191,0.475,0.75,0.75,0.2,0.75,-0.05,-0.050000000000000044,0.7619047619047619,0.24271757239172476,0.6803412739467118,0.2120465224283783,0.634375,0.8835590995556439,0.6465909701153925
openai,gpt-5.6-terra,P3_D1_OLD,D1_old_broad,P3_evidence_checklist,old,17,stacked_logistic_tuned_threshold,42,32,10,19,9,1,13,0.6666666666666666,0.746875,0.95,0.59375,0.9,0.7307692307692307,0.42107141480233057,0.3495575221238939,0.47619047619047616,0.24271757239172476,0.6803412739467118,0.2120465224283783,0.634375,0.8835590995556439,0.6465909701153925
openai,gpt-5.6-terra,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,evidence_gate_tuned,42,32,10,15,8,2,17,0.5476190476190477,0.634375,0.8823529411764706,0.46875,0.8,0.6122448979591837,0.23320024215505536,0.17731958762886602,0.40476190476190477,0.47365471592175046,1.5038304660440818,0.534933860346528,0.6562499999999999,0.8899035290789938,0.22697090155823363
openai,gpt-5.6-terra,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,isotonic_0.5,42,32,10,20,5,5,12,0.5952380952380952,0.5625,0.8,0.625,0.5,0.7017543859649122,0.10846522890932808,0.10075566750629728,0.5952380952380952,0.2247947542116369,0.576643254569555,0.23993807029478456,0.6656249999999999,0.8985119047619048,0.65263562585034
openai,gpt-5.6-terra,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,isotonic_tuned_threshold,42,32,10,18,10,0,14,0.6666666666666666,0.78125,1.0,0.5625,1.0,0.72,0.4841229182759271,0.3797468354430379,0.42857142857142855,0.2247947542116369,0.576643254569555,0.23993807029478456,0.6656249999999999,0.8985119047619048,0.65263562585034
openai,gpt-5.6-terra,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,platt_0.5,42,32,10,22,2,8,10,0.5714285714285714,0.44375,0.7333333333333333,0.6875,0.2,0.7096774193548387,-0.10606601717798213,-0.10526315789473695,0.7142857142857143,0.25457519317689137,0.7199945032249393,0.2506732363490501,0.640625,0.8855824247561863,0.6436863994334664
openai,gpt-5.6-terra,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,platt_tuned_threshold,42,32,10,18,10,0,14,0.6666666666666666,0.78125,1.0,0.5625,1.0,0.72,0.4841229182759271,0.3797468354430379,0.42857142857142855,0.25457519317689137,0.7199945032249393,0.2506732363490501,0.640625,0.8855824247561863,0.6436863994334664
openai,gpt-5.6-terra,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,raw_0.5,42,32,10,5,10,0,27,0.35714285714285715,0.578125,1.0,0.15625,1.0,0.2702702702702703,0.20549873413169661,0.08103727714748776,0.11904761904761904,0.5265845238095238,1.8181740137580236,0.5838095238095238,0.6875,0.9013220058450322,0.1780952380952381
openai,gpt-5.6-terra,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,raw_tuned_threshold,42,32,10,18,10,0,14,0.6666666666666666,0.78125,1.0,0.5625,1.0,0.72,0.4841229182759271,0.3797468354430379,0.42857142857142855,0.5265845238095238,1.8181740137580236,0.5838095238095238,0.6875,0.9013220058450322,0.1780952380952381
openai,gpt-5.6-terra,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,stacked_logistic_0.5,42,32,10,22,2,8,10,0.5714285714285714,0.44375,0.7333333333333333,0.6875,0.2,0.7096774193548387,-0.10606601717798213,-0.10526315789473695,0.7142857142857143,0.25508237167275866,0.7201126094696215,0.30062438023512594,0.6499999999999999,0.894115623045382,0.6446250069567824
openai,gpt-5.6-terra,P3_D2_CURRENT,D2_current_strict,P3_evidence_checklist,new,17,stacked_logistic_tuned_threshold,42,32,10,18,7,3,14,0.5952380952380952,0.63125,0.8571428571428571,0.5625,0.7,0.6792452830188679,0.22360679774997896,0.19047619047619047,0.5,0.25508237167275866,0.7201126094696215,0.30062438023512594,0.6499999999999999,0.894115623045382,0.6446250069567824
ensemble_arithmetic_mean,anthropic+gemini+openai,P1_DIRECT,D0_none,P1_direct,new,17,evidence_gate_tuned,42,32,10,15,6,4,17,0.5,0.534375,0.7894736842105263,0.46875,0.6,0.5882352941176471,0.058831100603076746,0.04751619870410384,0.4523809523809524,0.1905552829285972,0.5490307526155176,0.15675647404004495,0.6640625,0.8874014786149663,0.6448448648745938
ensemble_arithmetic_mean,anthropic+gemini+openai,P1_DIRECT,D0_none,P1_direct,new,17,isotonic_0.5,42,32,10,26,1,9,6,0.6428571428571429,0.45625,0.7428571428571429,0.8125,0.1,0.7761194029850746,-0.1,-0.09756097560975596,0.8333333333333334,0.2663838904672522,1.7957059077676276,0.22588382564102574,0.5984375000000001,0.8590365134719973,0.705737571978022
ensemble_arithmetic_mean,anthropic+gemini+openai,P1_DIRECT,D0_none,P1_direct,new,17,isotonic_tuned_threshold,42,32,10,14,9,1,18,0.5476190476190477,0.66875,0.9333333333333333,0.4375,0.9,0.5957446808510638,0.3,0.21301775147929003,0.35714285714285715,0.2663838904672522,1.7957059077676276,0.22588382564102574,0.5984375000000001,0.8590365134719973,0.705737571978022
ensemble_arithmetic_mean,anthropic+gemini+openai,P1_DIRECT,D0_none,P1_direct,new,17,platt_0.5,42,32,10,26,1,9,6,0.6428571428571429,0.45625,0.7428571428571429,0.8125,0.1,0.7761194029850746,-0.1,-0.09756097560975596,0.8333333333333334,0.2150108183875178,0.6093088289033612,0.14689136789565344,0.5859375,0.8489744421364971,0.7169416093327315
ensemble_arithmetic_mean,anthropic+gemini+openai,P1_DIRECT,D0_none,P1_direct,new,17,platt_tuned_threshold,42,32,10,15,6,4,17,0.5,0.534375,0.7894736842105263,0.46875,0.6,0.5882352941176471,0.058831100603076746,0.04751619870410384,0.4523809523809524,0.2150108183875178,0.6093088289033612,0.14689136789565344,0.5859375,0.8489744421364971,0.7169416093327315
ensemble_arithmetic_mean,anthropic+gemini+openai,P1_DIRECT,D0_none,P1_direct,new,17,raw_0.5,42,32,10,15,8,2,17,0.5476190476190477,0.634375,0.8823529411764706,0.46875,0.8,0.6122448979591837,0.23320024215505536,0.17731958762886602,0.40476190476190477,0.2811177248677249,0.7847433923920364,0.32071428571428573,0.6640625,0.8874014786149663,0.45325396825396824
ensemble_arithmetic_mean,anthropic+gemini+openai,P1_DIRECT,D0_none,P1_direct,new,17,raw_tuned_threshold,42,32,10,15,6,4,17,0.5,0.534375,0.7894736842105263,0.46875,0.6,0.5882352941176471,0.058831100603076746,0.04751619870410384,0.4523809523809524,0.2811177248677249,0.7847433923920364,0.32071428571428573,0.6640625,0.8874014786149663,0.45325396825396824
ensemble_arithmetic_mean,anthropic+gemini+openai,P1_DIRECT,D0_none,P1_direct,new,17,stacked_logistic_0.5,42,32,10,26,1,9,6,0.6428571428571429,0.45625,0.7428571428571429,0.8125,0.1,0.7761194029850746,-0.1,-0.09756097560975596,0.8333333333333334,0.21502903366471074,0.609354301149645,0.1469271662824871,0.5859375,0.8489744421364971,0.7169640704205845
ensemble_arithmetic_mean,anthropic+gemini+openai,P1_DIRECT,D0_none,P1_direct,new,17,stacked_logistic_tuned_threshold,42,32,10,15,6,4,17,0.5,0.534375,0.7894736842105263,0.46875,0.6,0.5882352941176471,0.058831100603076746,0.04751619870410384,0.4523809523809524,0.21502903366471074,0.609354301149645,0.1469271662824871,0.5859375,0.8489744421364971,0.7169640704205845
