protocol_version,adapter_revision,completed_at_utc,synthetic_fixture,mock_provider,paid_api_calls_enabled,dataset_sha256,phase1_unified_predictions,phase2_unified_predictions,phase3_unified_predictions,stability_unified_predictions,phase1_selection,phase2_selection,phase3_selection,final_configuration_path,report_workbook,protocol_self_tests_passed
prelangchain_ab_v1_2_api_hardened,api_hardened_2026_07_22_r1,2026-07-23T23:37:14.640084+00:00,False,False,True,ab203fea011cbf56eb75efcb5a2448c713b7640dc8f1deedfdfe2e9673f34ea0,882,1008,252,630,"{'selected_condition_ids': ['P1_DIRECT', 'P3_D2_CURRENT'], 'selection_basis': 'preregistered constrained ranking against common-final gold', 'provisional_gold': True, 'created_at_utc': '2026-07-22T21:40:58.573684+00:00', 'phase1_ranking_sha256': '52f8a5ecf0e60ed480f97c1f9bbf06612247be7051f39555879f2fb46bf3f107'}","{'selected_condition_id': 'P1_DIRECT__C1_target', 'selection_basis': 'preregistered constrained ranking', 'provisional_gold': True, 'phase2_ranking_sha256': '78d7c4e7b646dd244df6d5fd00c183957c6d8eedbc964980fb8f572cc8c8f6cf', 'phase2_progress': [{'phase': 'phase2', 'provider': 'openai', 'expected_tasks': 252, 'successful_tasks': 252, 'remaining_tasks': 0, 'latest_error_keys': 0, 'complete': True, 'results_path': '/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/phase2/openai/results.jsonl'}, {'phase': 'phase2', 'provider': 'anthropic', 'expected_tasks': 252, 'successful_tasks': 252, 'remaining_tasks': 0, 'latest_error_keys': 0, 'complete': True, 'results_path': '/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/phase2/anthropic/results.jsonl'}, {'phase': 'phase2', 'provider': 'gemini', 'expected_tasks': 252, 'successful_tasks': 252, 'remaining_tasks': 0, 'latest_error_keys': 0, 'complete': True, 'results_path': '/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/phase2/gemini/results.jsonl'}], 'created_at_utc': '2026-07-23T22:40:59.656726+00:00'}","{'selected_condition_id': 'W1_ONE_STAGE', 'selected_workflow': 'W1_one_stage', 'selection_basis': 'preregistered constrained ranking', 'phase3_ranking_sha256': '749340e1b0b3cf2844f254873f5cfaa38693dedcca011ecac080f702ced03de2', 'phase3_progress': [{'provider': 'openai', 'expected_joint': 42, 'successful_joint': 42, 'expected_binary_stage1': 42, 'successful_binary_stage1': 42, 'expected_positive_stage2': 12, 'successful_positive_stage2': 12, 'missing_positive_stage2': 0, 'complete': True}, {'provider': 'anthropic', 'expected_joint': 42, 'successful_joint': 42, 'expected_binary_stage1': 42, 'successful_binary_stage1': 42, 'expected_positive_stage2': 16, 'successful_positive_stage2': 16, 'missing_positive_stage2': 0, 'complete': True}, {'provider': 'gemini', 'expected_joint': 42, 'successful_joint': 42, 'expected_binary_stage1': 42, 'successful_binary_stage1': 42, 'expected_positive_stage2': 12, 'successful_positive_stage2': 12, 'missing_positive_stage2': 0, 'complete': True}], 'created_at_utc': '2026-07-23T22:57:54.552771+00:00'}",/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/configs/prelangchain_ab_v1_2_api_hardened/final_configuration.json,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/reports/prelangchain_ab_v1_2_api_hardened/prelangchain_ab_results.xlsx,True
