definition_id,prompt_style,n_scored,human_yes,human_no,pred_yes,pred_no,tp,tn,fp,fn,accuracy,balanced_accuracy,precision_yes,recall_yes,specificity,f1_yes,mcc,cohen_kappa,npv,brier_score,schema_valid_rate,evidence_valid_strict_rate,evidence_valid_rate,mean_confidence,input_tokens,output_tokens,estimated_cost_usd,mean_latency_seconds
D1_old_broad,P2_simple_definition,126,96,30,62,64,52,20,10,44,0.5714285714285714,0.6041666666666666,0.8387096774193549,0.5416666666666666,0.6666666666666666,0.6582278481012658,0.17748807320220777,0.1499250374812593,0.3125,0.38343809523809524,1.0,0.9126984126984127,0.9365079365079365,0.8887301587301588,144984,19948,0.343164625,1.9414058970952366
D1_old_broad,P3_evidence_checklist,126,96,30,58,68,49,21,9,47,0.5555555555555556,0.6052083333333333,0.8448275862068966,0.5104166666666666,0.7,0.6363636363636364,0.1798075515046387,0.14658925979680704,0.3088235294117647,0.3930230158730158,1.0,0.8888888888888888,0.9444444444444444,0.8894444444444446,156492,28761,0.42826649999999994,2.4481925824444355
D2_current_strict,P2_simple_definition,126,96,30,26,100,25,29,1,71,0.42857142857142855,0.6135416666666667,0.9615384615384616,0.2604166666666667,0.9666666666666667,0.4098360655737705,0.23899831026116544,0.1260115606936416,0.29,0.5205984126984127,1.0,0.9047619047619048,0.9206349206349206,0.9349206349206348,145530,18045,0.32502087499999993,2.031538366761914
D2_current_strict,P3_evidence_checklist,126,96,30,36,90,35,29,1,61,0.5079365079365079,0.665625,0.9722222222222222,0.3645833333333333,0.9666666666666667,0.5303030303030303,0.31230549502405847,0.1962962962962963,0.32222222222222224,0.4589539682539682,1.0,0.8968253968253969,0.9444444444444444,0.9271428571428572,157038,28056,0.42512725000000007,2.307064048523808
D3_provisional_adaptive,P2_simple_definition,126,96,30,25,101,23,28,2,73,0.40476190476190477,0.5864583333333333,0.92,0.23958333333333334,0.9333333333333333,0.38016528925619836,0.18467257618834368,0.09534750143595627,0.27722772277227725,0.5372547619047618,1.0,0.9126984126984127,0.9444444444444444,0.9276984126984128,158718,18977,0.3732585,1.9407864831349138
D3_provisional_adaptive,P3_evidence_checklist,126,96,30,20,106,19,29,1,77,0.38095238095238093,0.5822916666666667,0.95,0.19791666666666666,0.9666666666666667,0.3275862068965517,0.1918289578155597,0.08797327394209353,0.27358490566037735,0.5608674603174603,1.0,0.9047619047619048,0.9444444444444444,0.932936507936508,170226,29519,0.46513075,2.398844765484139
