condition_id,provider,document_id,document_title,n_scored,human_yes,human_no,pred_yes,pred_no,tp,tn,fp,fn,accuracy,balanced_accuracy,precision_yes,recall_yes,specificity,f1_yes,mcc,cohen_kappa,npv,brier_score,schema_valid_rate,evidence_valid_strict_rate,evidence_valid_rate,mean_confidence,input_tokens,output_tokens,estimated_cost_usd,mean_latency_seconds
W1_ONE_STAGE,anthropic,epa_katrina_lessons,Lessons Learned: EPA’s Response to Hurricane Katrina,21,16,5,6,15,5,4,1,11,0.42857142857142855,0.55625,0.8333333333333334,0.3125,0.8,0.45454545454545453,0.10606601717798213,0.06666666666666665,0.26666666666666666,0.508947619047619,1.0,0.8571428571428571,0.9047619047619048,0.9061904761904761,33141.0,2639.0,0.046335999999999995,1.8832028491904707
W1_ONE_STAGE,anthropic,hurricane_katrina_gao_s_preliminary_observations_regarding_preparedness_response,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",14,10,4,7,7,5,2,2,5,0.5,0.5,0.7142857142857143,0.5,0.5,0.5882352941176471,0.0,0.0,0.2857142857142857,0.41131428571428563,1.0,0.8571428571428571,1.0,0.8671428571428569,22869.0,1970.0,0.032719,2.0795403886428483
W1_ONE_STAGE,anthropic,the_katrina_effect_on_american_preparedness_a_report_on_the_lessons_americans_le,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,7,6,1,2,5,2,1,0,4,0.42857142857142855,0.6666666666666666,1.0,0.3333333333333333,1.0,0.5,0.2581988897471611,0.125,0.2,0.5262,1.0,1.0,1.0,0.9114285714285714,10857.0,848.0,0.015097000000000001,2.8531013271428622
W1_ONE_STAGE,gemini,epa_katrina_lessons,Lessons Learned: EPA’s Response to Hurricane Katrina,21,16,5,5,16,5,5,0,11,0.47619047619047616,0.65625,1.0,0.3125,1.0,0.47619047619047616,0.3125,0.1779359430604981,0.3125,0.5091666666666667,1.0,0.9523809523809523,0.9523809523809523,0.9547619047619048,11148.0,3349.0,0.0078105,1.1940429959523617
W1_ONE_STAGE,gemini,hurricane_katrina_gao_s_preliminary_observations_regarding_preparedness_response,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",14,10,4,4,10,4,4,0,6,0.5714285714285714,0.7,1.0,0.4,1.0,0.5714285714285714,0.4,0.27586206896551735,0.4,0.39749999999999996,1.0,1.0,1.0,0.9500000000000001,8151.0,2439.0,0.00569625,1.3383199794285636
W1_ONE_STAGE,gemini,the_katrina_effect_on_american_preparedness_a_report_on_the_lessons_americans_le,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,7,6,1,3,4,3,1,0,3,0.5714285714285714,0.75,1.0,0.5,1.0,0.6666666666666666,0.3535533905932738,0.2222222222222221,0.25,0.3803571428571428,1.0,1.0,1.0,0.9214285714285715,3540.0,1146.0,0.002604,1.2090601810000083
W1_ONE_STAGE,openai,epa_katrina_lessons,Lessons Learned: EPA’s Response to Hurricane Katrina,21,16,5,4,17,4,5,0,12,0.42857142857142855,0.625,1.0,0.25,1.0,0.4,0.2711630722733202,0.136986301369863,0.29411764705882354,0.5238761904761904,1.0,0.9047619047619048,0.9047619047619048,0.9190476190476191,18693.0,3072.0,0.09347937499999999,1.9588990749047666
W1_ONE_STAGE,openai,hurricane_katrina_gao_s_preliminary_observations_regarding_preparedness_response,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",14,10,4,4,10,4,4,0,6,0.5714285714285714,0.7,1.0,0.4,1.0,0.5714285714285714,0.4,0.27586206896551735,0.4,0.39804999999999996,1.0,1.0,1.0,0.9250000000000002,13177.0,2361.0,0.069839375,2.350678681428576
W1_ONE_STAGE,openai,the_katrina_effect_on_american_preparedness_a_report_on_the_lessons_americans_le,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,7,6,1,1,6,1,1,0,5,0.2857142857142857,0.5833333333333334,1.0,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,0.05405405405405417,0.16666666666666666,0.606742857142857,1.0,1.0,1.0,0.9228571428571429,6062.0,834.0,0.027665000000000002,1.929926487428572
W2_BINARY_FIRST,anthropic,epa_katrina_lessons,Lessons Learned: EPA’s Response to Hurricane Katrina,21,16,5,8,13,6,3,2,10,0.42857142857142855,0.4875,0.75,0.375,0.6,0.5,-0.021926450482675733,-0.016129032258064502,0.23076923076923078,0.48131428571428564,1.0,0.8571428571428571,0.9047619047619048,0.861904761904762,39046.0,4097.0,0.05953100000000001,2.2064834405714246
W2_BINARY_FIRST,anthropic,hurricane_katrina_gao_s_preliminary_observations_regarding_preparedness_response,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",14,10,4,7,7,4,1,3,6,0.35714285714285715,0.325,0.5714285714285714,0.4,0.25,0.47058823529411764,-0.31622776601683794,-0.2857142857142858,0.14285714285714285,0.5061642857142857,1.0,0.7142857142857143,0.9285714285714286,0.8535714285714285,29084.0,3022.0,0.044194,2.742535171500013
W2_BINARY_FIRST,anthropic,the_katrina_effect_on_american_preparedness_a_report_on_the_lessons_americans_le,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,7,6,1,1,6,1,1,0,5,0.2857142857142857,0.5833333333333334,1.0,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,0.05405405405405417,0.16666666666666666,0.6341571428571429,1.0,1.0,1.0,0.9185714285714287,10244.0,723.0,0.013858999999999998,1.3605033995714035
W2_BINARY_FIRST,gemini,epa_katrina_lessons,Lessons Learned: EPA’s Response to Hurricane Katrina,21,16,5,5,16,5,5,0,11,0.47619047619047616,0.65625,1.0,0.3125,1.0,0.47619047619047616,0.3125,0.1779359430604981,0.3125,0.491547619047619,1.0,0.9047619047619048,0.9047619047619048,0.9452380952380953,12210.0,3694.0,0.0085935,1.3906771477142814
W2_BINARY_FIRST,gemini,hurricane_katrina_gao_s_preliminary_observations_regarding_preparedness_response,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",14,10,4,4,10,4,4,0,6,0.5714285714285714,0.7,1.0,0.4,1.0,0.5714285714285714,0.4,0.27586206896551735,0.4,0.39821428571428574,1.0,1.0,1.0,0.942857142857143,9329.0,2618.0,0.006259249999999999,1.4806919007143213
W2_BINARY_FIRST,gemini,the_katrina_effect_on_american_preparedness_a_report_on_the_lessons_americans_le,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,7,6,1,3,4,3,1,0,3,0.5714285714285714,0.75,1.0,0.5,1.0,0.6666666666666666,0.3535533905932738,0.2222222222222221,0.25,0.4074999999999999,1.0,0.8571428571428571,0.8571428571428571,0.9357142857142857,4687.0,1248.0,0.0030437499999999996,1.5242855678572076
W2_BINARY_FIRST,openai,epa_katrina_lessons,Lessons Learned: EPA’s Response to Hurricane Katrina,21,16,5,5,16,5,5,0,11,0.47619047619047616,0.65625,1.0,0.3125,1.0,0.47619047619047616,0.3125,0.1779359430604981,0.3125,0.48181904761904754,1.0,0.9523809523809523,0.9523809523809523,0.9266666666666667,19636.0,3511.0,0.10242687499999999,2.626943086238065
W2_BINARY_FIRST,openai,hurricane_katrina_gao_s_preliminary_observations_regarding_preparedness_response,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",14,10,4,4,10,4,4,0,6,0.5714285714285714,0.7,1.0,0.4,1.0,0.5714285714285714,0.4,0.27586206896551735,0.4,0.40057142857142863,1.0,0.9285714285714286,0.9285714285714286,0.9271428571428572,14278.0,2603.0,0.07542687499999999,2.268753990214285
W2_BINARY_FIRST,openai,the_katrina_effect_on_american_preparedness_a_report_on_the_lessons_americans_le,The Katrina Effect on American Preparedness — A report on the lessons Americans learned in watching the Katrina catastrophe unfold,7,6,1,3,4,3,1,0,3,0.5714285714285714,0.75,1.0,0.5,1.0,0.6666666666666666,0.3535533905932738,0.2222222222222221,0.25,0.3835142857142858,1.0,0.8571428571428571,1.0,0.8828571428571429,7508.0,1394.0,0.03967999999999999,3.4656477192856983
