analysis_version,completed_at_utc,source_protocol,snapshot_root,analysis_root,prompt_input_sha256,source_gold_labels_sha256,analysis_gold_labels_sha256,final_gold_complete,common_final_basis,phase1_rows,phase2_rows,phase3_rows,stability_rows,all_source_groups_complete,target_membership_evaluation_ready,target_final_single_label_ready,selection_status,adjudication_template,adjudication_completed_imported,corrected_report,self_tests_passed,next_action
prelangchain_posthoc_v1_3_1,2026-07-24T00:46:27.639525+00:00,prelangchain_ab_v1_2_api_hardened,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/frozen_runs/prelangchain_v12_discovery_r1_complete,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/analysis/prelangchain_posthoc_v1_3_1,107cdf61cc742a491c993b1f1eb27d69c108ce9ef359379664eba471270170af,d471754373ae679bd04b83a218e1032dc440d63f142d9dd9f187f284993cc1fb,d471754373ae679bd04b83a218e1032dc440d63f142d9dd9f187f284993cc1fb,False,historical provisional gold,882,1008,252,630,True,False,False,"[{'phase': 'phase1', 'status': 'provisional_historical_gold', 'selected_condition_id': 'P1_DIRECT', 'selection_basis': 'provisional minimum-shortfall candidate; not a final winner', 'eligible_conditions': 0}, {'phase': 'phase2', 'status': 'provisional_historical_gold', 'selected_condition_id': 'P1_DIRECT__C1_target', 'selection_basis': 'provisional minimum-shortfall candidate; not a final winner', 'eligible_conditions': 0}, {'phase': 'phase3', 'status': 'provisional_historical_gold', 'selected_condition_id': 'W1_ONE_STAGE', 'selection_basis': 'provisional minimum-shortfall candidate; not a final winner', 'eligible_conditions': 0}]",/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/analysis/prelangchain_posthoc_v1_3_1/adjudication/adjudication_template.xlsx,False,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/analysis/prelangchain_posthoc_v1_3_1/reports/prelangchain_posthoc_corrected_report.xlsx,True,Complete adjudication and rerun for final rescoring.
