provider,run_name,requested_model,prompt_variant,evaluation_scope,target_family,optimized_threshold,optimization_status,optimization_objective,optimization_method,optimized_valid_prediction_n,optimized_reference_positive_n,optimized_reference_negative_n,optimized_predicted_positive_n,optimized_accuracy,optimized_recall,optimized_precision,optimized_f1,optimized_specificity,optimized_auroc,optimized_auroc_flag,optimized_tn,optimized_fp,optimized_fn,optimized_tp,optimized_distance_from_0_5
openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,new_gold_test_only__drop_kyle_only,new_gold,0.06,optimized,f1,in_sample_exploratory,68,41,27,44,0.6617647058823529,0.7560975609756098,0.7045454545454546,0.7294117647058823,0.5185185185185185,0.7100271002710028,,14,13,10,31,0.44
openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,old_gold_test_only__drop_kyle_only,old_gold,0.06,optimized,f1,in_sample_exploratory,68,49,19,44,0.6911764705882353,0.7346938775510204,0.8181818181818182,0.7741935483870968,0.5789473684210527,0.7099892588614393,,11,8,13,36,0.44
openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,labeler_anmol__drop_kyle_only,individual_coder,0.06,optimized,f1,in_sample_exploratory,53,39,14,38,0.6792452830188679,0.7692307692307693,0.7894736842105263,0.7792207792207793,0.42857142857142855,0.6712454212454213,,6,8,9,30,0.44
openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,0.06,optimized,f1,in_sample_exploratory,114,85,29,79,0.6842105263157895,0.7529411764705882,0.810126582278481,0.7804878048780488,0.4827586206896552,0.689655172413793,,14,15,21,64,0.44
openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,labeler_kyle__drop_kyle_only,individual_coder,0.06,optimized,f1,in_sample_exploratory,43,41,2,30,0.7441860465116279,0.7317073170731707,1.0,0.8450704225352113,1.0,0.7865853658536586,,2,0,11,30,0.44
openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,0.06,optimized,f1,in_sample_exploratory,76,46,30,52,0.7105263157894737,0.8260869565217391,0.7307692307692307,0.7755102040816326,0.5333333333333333,0.7166666666666667,,16,14,8,38,0.44
openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,new_gold_test_only,new_gold,0.06,optimized,f1,in_sample_exploratory,76,46,30,52,0.7105263157894737,0.8260869565217391,0.7307692307692307,0.7755102040816326,0.5333333333333333,0.7166666666666667,,16,14,8,38,0.44
openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,old_gold_test_only,old_gold,0.06,optimized,f1,in_sample_exploratory,76,54,22,52,0.7368421052631579,0.7962962962962963,0.8269230769230769,0.8113207547169812,0.5909090909090909,0.6906565656565656,,13,9,11,43,0.44
openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_anmol,individual_coder,0.06,optimized,f1,in_sample_exploratory,53,39,14,43,0.7735849056603774,0.8974358974358975,0.813953488372093,0.8536585365853658,0.42857142857142855,0.6868131868131869,,6,8,4,35,0.44
openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,pooled_coder_labels,pooled_coder_decisions,0.05,optimized,f1,in_sample_exploratory,122,90,32,94,0.7704918032786885,0.8666666666666667,0.8297872340425532,0.8478260869565217,0.5,0.7456597222222222,,16,16,12,78,0.45
openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_kyle,individual_coder,0.05,optimized,f1,in_sample_exploratory,51,46,5,40,0.8431372549019608,0.8478260869565217,0.975,0.9069767441860465,0.8,0.8456521739130434,,4,1,7,39,0.45
openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,0.06,optimized,f1,in_sample_exploratory,68,41,27,49,0.7352941176470589,0.8780487804878049,0.7346938775510204,0.8,0.5185185185185185,0.7533875338753387,,14,13,5,36,0.44
openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,new_gold_test_only__drop_kyle_only,new_gold,0.06,optimized,f1,in_sample_exploratory,68,41,27,49,0.7352941176470589,0.8780487804878049,0.7346938775510204,0.8,0.5185185185185185,0.7533875338753387,,14,13,5,36,0.44
openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,old_gold_test_only__drop_kyle_only,old_gold,0.06,optimized,f1,in_sample_exploratory,68,49,19,49,0.7647058823529411,0.8367346938775511,0.8367346938775511,0.8367346938775511,0.5789473684210527,0.7110633727175081,,11,8,8,41,0.44
openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_anmol__drop_kyle_only,individual_coder,0.06,optimized,f1,in_sample_exploratory,53,39,14,43,0.7735849056603774,0.8974358974358975,0.813953488372093,0.8536585365853658,0.42857142857142855,0.6868131868131869,,6,8,4,35,0.44
openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,0.05,optimized,f1,in_sample_exploratory,114,85,29,91,0.7894736842105263,0.8941176470588236,0.8351648351648352,0.8636363636363636,0.4827586206896552,0.7592292089249493,,14,15,9,76,0.45
openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_kyle__drop_kyle_only,individual_coder,0.05,optimized,f1,in_sample_exploratory,43,41,2,37,0.9069767441860465,0.9024390243902439,1.0,0.9487179487179487,1.0,0.9329268292682926,,2,0,4,37,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,direct_target_only,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,0.12,optimized,f1,in_sample_exploratory,76,46,30,76,0.6052631578947368,1.0,0.6052631578947368,0.7540983606557377,0.0,0.66231884057971,,0,30,0,46,0.38
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,direct_target_only,new_gold_test_only,new_gold,0.12,optimized,f1,in_sample_exploratory,76,46,30,76,0.6052631578947368,1.0,0.6052631578947368,0.7540983606557377,0.0,0.66231884057971,,0,30,0,46,0.38
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,direct_target_only,old_gold_test_only,old_gold,0.12,optimized,f1,in_sample_exploratory,76,54,22,76,0.7105263157894737,1.0,0.7105263157894737,0.8307692307692308,0.0,0.6026936026936027,,0,22,0,54,0.38
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,direct_target_only,labeler_anmol,individual_coder,0.15,optimized,f1,in_sample_exploratory,53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6611721611721613,,0,14,0,39,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,direct_target_only,pooled_coder_labels,pooled_coder_decisions,0.12,optimized,f1,in_sample_exploratory,122,90,32,122,0.7377049180327869,1.0,0.7377049180327869,0.8490566037735849,0.0,0.6454861111111112,,0,32,0,90,0.38
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,direct_target_only,labeler_kyle,individual_coder,0.12,optimized,f1,in_sample_exploratory,51,46,5,51,0.9019607843137255,1.0,0.9019607843137255,0.9484536082474226,0.0,0.5347826086956522,,0,5,0,46,0.38
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,direct_target_only,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,0.15,optimized,f1,in_sample_exploratory,68,41,27,68,0.6029411764705882,1.0,0.6029411764705882,0.7522935779816514,0.0,0.6969286359530262,,0,27,0,41,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,direct_target_only,new_gold_test_only__drop_kyle_only,new_gold,0.15,optimized,f1,in_sample_exploratory,68,41,27,68,0.6029411764705882,1.0,0.6029411764705882,0.7522935779816514,0.0,0.6969286359530262,,0,27,0,41,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,direct_target_only,old_gold_test_only__drop_kyle_only,old_gold,0.15,optimized,f1,in_sample_exploratory,68,49,19,68,0.7205882352941176,1.0,0.7205882352941176,0.8376068376068376,0.0,0.6245972073039743,,0,19,0,49,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,direct_target_only,labeler_anmol__drop_kyle_only,individual_coder,0.15,optimized,f1,in_sample_exploratory,53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6611721611721613,,0,14,0,39,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,direct_target_only,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,0.15,optimized,f1,in_sample_exploratory,114,85,29,114,0.7456140350877193,1.0,0.7456140350877193,0.8542713567839196,0.0,0.6634888438133876,,0,29,0,85,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,direct_target_only,labeler_kyle__drop_kyle_only,individual_coder,0.15,optimized,f1,in_sample_exploratory,43,41,2,43,0.9534883720930233,1.0,0.9534883720930233,0.9761904761904762,0.0,0.5365853658536586,,0,2,0,41,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,0.05,optimized,f1,in_sample_exploratory,76,46,30,76,0.6052631578947368,1.0,0.6052631578947368,0.7540983606557377,0.0,0.6634057971014492,,0,30,0,46,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,new_gold_test_only,new_gold,0.05,optimized,f1,in_sample_exploratory,76,46,30,76,0.6052631578947368,1.0,0.6052631578947368,0.7540983606557377,0.0,0.6634057971014492,,0,30,0,46,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,old_gold_test_only,old_gold,0.05,optimized,f1,in_sample_exploratory,76,54,22,76,0.7105263157894737,1.0,0.7105263157894737,0.8307692307692308,0.0,0.627946127946128,,0,22,0,54,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,labeler_anmol,individual_coder,0.15,optimized,f1,in_sample_exploratory,53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6263736263736264,,0,14,0,39,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,0.05,optimized,f1,in_sample_exploratory,122,90,32,122,0.7377049180327869,1.0,0.7377049180327869,0.8490566037735849,0.0,0.6529513888888888,,0,32,0,90,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,labeler_kyle,individual_coder,0.05,optimized,f1,in_sample_exploratory,51,46,5,51,0.9019607843137255,1.0,0.9019607843137255,0.9484536082474226,0.0,0.6804347826086956,,0,5,0,46,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,0.15,optimized,f1,in_sample_exploratory,68,41,27,67,0.6176470588235294,1.0,0.6119402985074627,0.7592592592592593,0.037037037037037035,0.6887985546522132,,1,26,0,41,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,0.15,optimized,f1,in_sample_exploratory,68,41,27,67,0.6176470588235294,1.0,0.6119402985074627,0.7592592592592593,0.037037037037037035,0.6887985546522132,,1,26,0,41,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,0.08,optimized,f1,in_sample_exploratory,68,49,19,68,0.7205882352941176,1.0,0.7205882352941176,0.8376068376068376,0.0,0.6380236305048335,,0,19,0,49,0.42
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,0.15,optimized,f1,in_sample_exploratory,53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6263736263736264,,0,14,0,39,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,0.08,optimized,f1,in_sample_exploratory,114,85,29,114,0.7456140350877193,1.0,0.7456140350877193,0.8542713567839196,0.0,0.6584178498985801,,0,29,0,85,0.42
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,0.08,optimized,f1,in_sample_exploratory,43,41,2,43,0.9534883720930233,1.0,0.9534883720930233,0.9761904761904762,0.0,0.6402439024390244,,0,2,0,41,0.42
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,0.05,optimized,f1,in_sample_exploratory,76,46,30,76,0.6052631578947368,1.0,0.6052631578947368,0.7540983606557377,0.0,0.676449275362319,,0,30,0,46,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_no_checklist,new_gold_test_only,new_gold,0.05,optimized,f1,in_sample_exploratory,76,46,30,76,0.6052631578947368,1.0,0.6052631578947368,0.7540983606557377,0.0,0.676449275362319,,0,30,0,46,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_no_checklist,old_gold_test_only,old_gold,0.05,optimized,f1,in_sample_exploratory,76,54,22,76,0.7105263157894737,1.0,0.7105263157894737,0.8307692307692308,0.0,0.6506734006734006,,0,22,0,54,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_no_checklist,labeler_anmol,individual_coder,0.15,optimized,f1,in_sample_exploratory,53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6492673992673993,,0,14,0,39,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,0.05,optimized,f1,in_sample_exploratory,122,90,32,122,0.7377049180327869,1.0,0.7377049180327869,0.8490566037735849,0.0,0.6765625,,0,32,0,90,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_no_checklist,labeler_kyle,individual_coder,0.05,optimized,f1,in_sample_exploratory,51,46,5,51,0.9019607843137255,1.0,0.9019607843137255,0.9484536082474226,0.0,0.6869565217391305,,0,5,0,46,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,0.15,optimized,f1,in_sample_exploratory,68,41,27,67,0.6176470588235294,1.0,0.6119402985074627,0.7592592592592593,0.037037037037037035,0.6982836495031618,,1,26,0,41,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,0.15,optimized,f1,in_sample_exploratory,68,41,27,67,0.6176470588235294,1.0,0.6119402985074627,0.7592592592592593,0.037037037037037035,0.6982836495031618,,1,26,0,41,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,0.08,optimized,f1,in_sample_exploratory,68,49,19,68,0.7205882352941176,1.0,0.7205882352941176,0.8376068376068376,0.0,0.6605800214822771,,0,19,0,49,0.42
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,0.15,optimized,f1,in_sample_exploratory,53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6492673992673993,,0,14,0,39,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,0.08,optimized,f1,in_sample_exploratory,114,85,29,114,0.7456140350877193,1.0,0.7456140350877193,0.8542713567839196,0.0,0.6811359026369169,,0,29,0,85,0.42
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,0.08,optimized,f1,in_sample_exploratory,43,41,2,43,0.9534883720930233,1.0,0.9534883720930233,0.9761904761904762,0.0,0.6280487804878049,,0,2,0,41,0.42
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,0.05,optimized,f1,in_sample_exploratory,76,46,30,76,0.6052631578947368,1.0,0.6052631578947368,0.7540983606557377,0.0,0.6702898550724639,,0,30,0,46,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,new_gold_test_only,new_gold,0.05,optimized,f1,in_sample_exploratory,76,46,30,76,0.6052631578947368,1.0,0.6052631578947368,0.7540983606557377,0.0,0.6702898550724639,,0,30,0,46,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold,0.05,optimized,f1,in_sample_exploratory,76,54,22,76,0.7105263157894737,1.0,0.7105263157894737,0.8307692307692308,0.0,0.6574074074074073,,0,22,0,54,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder,0.15,optimized,f1,in_sample_exploratory,53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6263736263736264,,0,14,0,39,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,pooled_coder_labels,pooled_coder_decisions,0.05,optimized,f1,in_sample_exploratory,122,90,32,122,0.7377049180327869,1.0,0.7377049180327869,0.8490566037735849,0.0,0.6421875,,0,32,0,90,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_kyle,individual_coder,0.05,optimized,f1,in_sample_exploratory,51,46,5,51,0.9019607843137255,1.0,0.9019607843137255,0.9484536082474226,0.0,0.6304347826086957,,0,5,0,46,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,0.15,optimized,f1,in_sample_exploratory,68,41,27,65,0.6176470588235294,0.975609756097561,0.6153846153846154,0.7547169811320755,0.07407407407407407,0.6897018970189701,,2,25,1,40,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,new_gold_test_only__drop_kyle_only,new_gold,0.15,optimized,f1,in_sample_exploratory,68,41,27,65,0.6176470588235294,0.975609756097561,0.6153846153846154,0.7547169811320755,0.07407407407407407,0.6897018970189701,,2,25,1,40,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only__drop_kyle_only,old_gold,0.15,optimized,f1,in_sample_exploratory,68,49,19,65,0.7352941176470589,0.9795918367346939,0.7384615384615385,0.8421052631578947,0.10526315789473684,0.6686358754027927,,2,17,1,48,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol__drop_kyle_only,individual_coder,0.15,optimized,f1,in_sample_exploratory,53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6263736263736264,,0,14,0,39,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,0.05,optimized,f1,in_sample_exploratory,114,85,29,114,0.7456140350877193,1.0,0.7456140350877193,0.8542713567839196,0.0,0.6448275862068966,,0,29,0,85,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_kyle__drop_kyle_only,individual_coder,0.05,optimized,f1,in_sample_exploratory,43,41,2,43,0.9534883720930233,1.0,0.9534883720930233,0.9761904761904762,0.0,0.5731707317073171,,0,2,0,41,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,0.05,optimized,f1,in_sample_exploratory,76,46,30,76,0.6052631578947368,1.0,0.6052631578947368,0.7540983606557377,0.0,0.6663043478260869,,0,30,0,46,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_with_checklist,new_gold_test_only,new_gold,0.05,optimized,f1,in_sample_exploratory,76,46,30,76,0.6052631578947368,1.0,0.6052631578947368,0.7540983606557377,0.0,0.6663043478260869,,0,30,0,46,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_with_checklist,old_gold_test_only,old_gold,0.05,optimized,f1,in_sample_exploratory,76,54,22,76,0.7105263157894737,1.0,0.7105263157894737,0.8307692307692308,0.0,0.6207912457912459,,0,22,0,54,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_with_checklist,labeler_anmol,individual_coder,0.15,optimized,f1,in_sample_exploratory,53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6071428571428571,,0,14,0,39,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_with_checklist,pooled_coder_labels,pooled_coder_decisions,0.05,optimized,f1,in_sample_exploratory,122,90,32,122,0.7377049180327869,1.0,0.7377049180327869,0.8490566037735849,0.0,0.6362847222222223,,0,32,0,90,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_with_checklist,labeler_kyle,individual_coder,0.05,optimized,f1,in_sample_exploratory,51,46,5,51,0.9019607843137255,1.0,0.9019607843137255,0.9484536082474226,0.0,0.5891304347826087,,0,5,0,46,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,0.15,optimized,f1,in_sample_exploratory,68,41,27,66,0.6323529411764706,1.0,0.6212121212121212,0.7663551401869159,0.07407407407407407,0.6824751580849142,,2,25,0,41,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_with_checklist,new_gold_test_only__drop_kyle_only,new_gold,0.15,optimized,f1,in_sample_exploratory,68,41,27,66,0.6323529411764706,1.0,0.6212121212121212,0.7663551401869159,0.07407407407407407,0.6824751580849142,,2,25,0,41,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_with_checklist,old_gold_test_only__drop_kyle_only,old_gold,0.05,optimized,f1,in_sample_exploratory,68,49,19,68,0.7205882352941176,1.0,0.7205882352941176,0.8376068376068376,0.0,0.6224489795918368,,0,19,0,49,0.45
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_with_checklist,labeler_anmol__drop_kyle_only,individual_coder,0.15,optimized,f1,in_sample_exploratory,53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6071428571428571,,0,14,0,39,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_with_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,0.15,optimized,f1,in_sample_exploratory,114,85,29,111,0.7543859649122807,0.9882352941176471,0.7567567567567568,0.8571428571428571,0.06896551724137931,0.6338742393509127,,2,27,1,84,0.35
anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_with_examples_with_checklist,labeler_kyle__drop_kyle_only,individual_coder,0.05,optimized,f1,in_sample_exploratory,43,41,2,43,0.9534883720930233,1.0,0.9534883720930233,0.9761904761904762,0.0,0.3719512195121951,,0,2,0,41,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,0.05,optimized,f1,in_sample_exploratory,76,46,30,75,0.5921052631578947,0.9782608695652174,0.6,0.743801652892562,0.0,0.5880434782608696,,0,30,1,45,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,new_gold_test_only,new_gold,0.05,optimized,f1,in_sample_exploratory,76,46,30,75,0.5921052631578947,0.9782608695652174,0.6,0.743801652892562,0.0,0.5880434782608696,,0,30,1,45,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,old_gold_test_only,old_gold,0.1,optimized,f1,in_sample_exploratory,76,54,22,70,0.7105263157894737,0.9444444444444444,0.7285714285714285,0.8225806451612904,0.13636363636363635,0.6220538720538721,,3,19,3,51,0.4
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,labeler_anmol,individual_coder,0.05,optimized,f1,in_sample_exploratory,53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.532051282051282,,0,14,0,39,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,pooled_coder_labels,pooled_coder_decisions,0.1,optimized,f1,in_sample_exploratory,122,90,32,116,0.7377049180327869,0.9666666666666667,0.75,0.8446601941747572,0.09375,0.5876736111111112,,3,29,3,87,0.4
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,labeler_kyle,individual_coder,0.05,optimized,f1,in_sample_exploratory,51,46,5,50,0.8823529411764706,0.9782608695652174,0.9,0.9375,0.0,0.6847826086956522,,0,5,1,45,0.45
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,0.1,optimized,f1,in_sample_exploratory,68,41,27,64,0.6323529411764706,0.975609756097561,0.625,0.7619047619047619,0.1111111111111111,0.5962059620596205,,3,24,1,40,0.4
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,new_gold_test_only__drop_kyle_only,new_gold,0.1,optimized,f1,in_sample_exploratory,68,41,27,64,0.6323529411764706,0.975609756097561,0.625,0.7619047619047619,0.1111111111111111,0.5962059620596205,,3,24,1,40,0.4
google,google_gemini_3_1_flash_lite_low,gemini-3.1-flash-lite,direct_target_only,old_gold_test_only__drop_kyle_only,old_gold,0.1,optimized,f1,in_sample_exploratory,68,49,19,64,0.75,0.9795918367346939,0.75,0.8495575221238938,0.15789473684210525,0.6245972073039743,,3,16,1,48,0.4
