analysis_level,prompt_variant,evaluation_scope,target_family,ensemble_name,valid_prediction_n,reference_positive_n,reference_negative_n,predicted_positive_n,accuracy,recall,precision,f1,specificity,auroc,auroc_flag,tn,fp,fn,tp,threshold,expected_n,prediction_coverage,document,target_labeler
ensemble_overall,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,equal_weight_models,75,45,30,16,0.5866666666666667,0.3333333333333333,0.9375,0.4918032786885246,0.9666666666666667,0.6855555555555555,,29,1,30,15,0.5,76,0.9868421052631579,,
ensemble_overall,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,equal_weight_models,67,40,27,16,0.6119402985074627,0.375,0.9375,0.5357142857142857,0.9629629629629629,0.712962962962963,,26,1,25,15,0.5,68,0.9852941176470589,,
ensemble_overall,codebook_no_examples_no_checklist,labeler_anmol,individual_coder,equal_weight_models,52,38,14,15,0.5192307692307693,0.3684210526315789,0.9333333333333333,0.5283018867924528,0.9285714285714286,0.5968045112781956,,13,1,24,14,0.5,53,0.9811320754716981,,
ensemble_overall,codebook_no_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,equal_weight_models,52,38,14,15,0.5192307692307693,0.3684210526315789,0.9333333333333333,0.5283018867924528,0.9285714285714286,0.5968045112781956,,13,1,24,14,0.5,53,0.9811320754716981,,
ensemble_overall,codebook_no_examples_no_checklist,labeler_kyle,individual_coder,equal_weight_models,50,45,5,12,0.34,0.26666666666666666,1.0,0.42105263157894735,1.0,0.7844444444444444,,5,0,33,12,0.5,51,0.9803921568627451,,
ensemble_overall,codebook_no_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,equal_weight_models,42,40,2,12,0.3333333333333333,0.3,1.0,0.46153846153846156,1.0,0.70625,,2,0,28,12,0.5,43,0.9767441860465116,,
ensemble_overall,codebook_no_examples_no_checklist,labeler_prerana,individual_coder,equal_weight_models,18,5,13,3,0.8888888888888888,0.6,1.0,0.75,1.0,0.8153846153846155,,13,0,2,3,0.5,18,1.0,,
ensemble_overall,codebook_no_examples_no_checklist,labeler_prerana__drop_kyle_only,individual_coder,equal_weight_models,18,5,13,3,0.8888888888888888,0.6,1.0,0.75,1.0,0.8153846153846155,,13,0,2,3,0.5,18,1.0,,
ensemble_overall,codebook_no_examples_no_checklist,new_gold_test_only,new_gold,equal_weight_models,75,45,30,16,0.5866666666666667,0.3333333333333333,0.9375,0.4918032786885246,0.9666666666666667,0.6855555555555555,,29,1,30,15,0.5,76,0.9868421052631579,,
ensemble_overall,codebook_no_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,equal_weight_models,67,40,27,16,0.6119402985074627,0.375,0.9375,0.5357142857142857,0.9629629629629629,0.712962962962963,,26,1,25,15,0.5,68,0.9852941176470589,,
ensemble_overall,codebook_no_examples_no_checklist,old_gold_test_only,old_gold,equal_weight_models,75,53,22,16,0.48,0.2830188679245283,0.9375,0.43478260869565216,0.9545454545454546,0.6372212692967409,,21,1,38,15,0.5,76,0.9868421052631579,,
ensemble_overall,codebook_no_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,equal_weight_models,67,48,19,16,0.4925373134328358,0.3125,0.9375,0.46875,0.9473684210526315,0.6376096491228069,,18,1,33,15,0.5,68,0.9852941176470589,,
ensemble_overall,codebook_no_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,equal_weight_models,120,88,32,30,0.5,0.32954545454545453,0.9666666666666667,0.4915254237288136,0.96875,0.6921164772727273,,31,1,59,29,0.5,122,0.9836065573770492,,
ensemble_overall,codebook_no_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,equal_weight_models,112,83,29,30,0.5089285714285714,0.3493975903614458,0.9666666666666667,0.5132743362831859,0.9655172413793104,0.6946406314914831,,28,1,54,29,0.5,114,0.9824561403508771,,
ensemble_overall,codebook_no_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,equal_weight_models,75,45,30,13,0.5466666666666666,0.26666666666666666,0.9230769230769231,0.41379310344827586,0.9666666666666667,0.735925925925926,,29,1,33,12,0.5,76,0.9868421052631579,,
ensemble_overall,codebook_no_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,equal_weight_models,67,40,27,13,0.5671641791044776,0.3,0.9230769230769231,0.4528301886792453,0.9629629629629629,0.7685185185185186,,26,1,28,12,0.5,68,0.9852941176470589,,
ensemble_overall,codebook_no_examples_with_checklist,labeler_anmol,individual_coder,equal_weight_models,52,38,14,12,0.46153846153846156,0.2894736842105263,0.9166666666666666,0.44,0.9285714285714286,0.6870300751879699,,13,1,27,11,0.5,53,0.9811320754716981,,
ensemble_overall,codebook_no_examples_with_checklist,labeler_anmol__drop_kyle_only,individual_coder,equal_weight_models,52,38,14,12,0.46153846153846156,0.2894736842105263,0.9166666666666666,0.44,0.9285714285714286,0.6870300751879699,,13,1,27,11,0.5,53,0.9811320754716981,,
ensemble_overall,codebook_no_examples_with_checklist,labeler_kyle,individual_coder,equal_weight_models,50,45,5,9,0.28,0.2,1.0,0.3333333333333333,1.0,0.74,,5,0,36,9,0.5,51,0.9803921568627451,,
ensemble_overall,codebook_no_examples_with_checklist,labeler_kyle__drop_kyle_only,individual_coder,equal_weight_models,42,40,2,9,0.2619047619047619,0.225,1.0,0.3673469387755102,1.0,0.7125,,2,0,31,9,0.5,43,0.9767441860465116,,
ensemble_overall,codebook_no_examples_with_checklist,labeler_prerana,individual_coder,equal_weight_models,18,5,13,3,0.8888888888888888,0.6,1.0,0.75,1.0,0.8153846153846154,,13,0,2,3,0.5,18,1.0,,
ensemble_overall,codebook_no_examples_with_checklist,labeler_prerana__drop_kyle_only,individual_coder,equal_weight_models,18,5,13,3,0.8888888888888888,0.6,1.0,0.75,1.0,0.8153846153846154,,13,0,2,3,0.5,18,1.0,,
ensemble_overall,codebook_no_examples_with_checklist,new_gold_test_only,new_gold,equal_weight_models,75,45,30,13,0.5466666666666666,0.26666666666666666,0.9230769230769231,0.41379310344827586,0.9666666666666667,0.735925925925926,,29,1,33,12,0.5,76,0.9868421052631579,,
ensemble_overall,codebook_no_examples_with_checklist,new_gold_test_only__drop_kyle_only,new_gold,equal_weight_models,67,40,27,13,0.5671641791044776,0.3,0.9230769230769231,0.4528301886792453,0.9629629629629629,0.7685185185185186,,26,1,28,12,0.5,68,0.9852941176470589,,
ensemble_overall,codebook_no_examples_with_checklist,old_gold_test_only,old_gold,equal_weight_models,75,53,22,13,0.44,0.22641509433962265,0.9230769230769231,0.36363636363636365,0.9545454545454546,0.6835334476843912,,21,1,41,12,0.5,76,0.9868421052631579,,
ensemble_overall,codebook_no_examples_with_checklist,old_gold_test_only__drop_kyle_only,old_gold,equal_weight_models,67,48,19,13,0.44776119402985076,0.25,0.9230769230769231,0.39344262295081966,0.9473684210526315,0.6973684210526315,,18,1,36,12,0.5,68,0.9852941176470589,,
ensemble_overall,codebook_no_examples_with_checklist,pooled_coder_labels,pooled_coder_decisions,equal_weight_models,120,88,32,24,0.45,0.26136363636363635,0.9583333333333334,0.4107142857142857,0.96875,0.7238991477272727,,31,1,65,23,0.5,122,0.9836065573770492,,
ensemble_overall,codebook_no_examples_with_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,equal_weight_models,112,83,29,24,0.45535714285714285,0.27710843373493976,0.9583333333333334,0.42990654205607476,0.9655172413793104,0.7322393020357291,,28,1,60,23,0.5,114,0.9824561403508771,,
ensemble_overall,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,equal_weight_models,76,46,30,21,0.5657894736842105,0.3695652173913043,0.8095238095238095,0.5074626865671642,0.8666666666666667,0.6713768115942029,,26,4,29,17,0.5,76,1.0,,
ensemble_overall,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,equal_weight_models,68,41,27,20,0.5735294117647058,0.3902439024390244,0.8,0.5245901639344263,0.8518518518518519,0.6955736224028908,,23,4,25,16,0.5,68,1.0,,
ensemble_overall,codebook_with_examples_no_checklist,labeler_anmol,individual_coder,equal_weight_models,53,39,14,19,0.4716981132075472,0.38461538461538464,0.7894736842105263,0.5172413793103449,0.7142857142857143,0.5915750915750916,,10,4,24,15,0.5,53,1.0,,
ensemble_overall,codebook_with_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,equal_weight_models,53,39,14,19,0.4716981132075472,0.38461538461538464,0.7894736842105263,0.5172413793103449,0.7142857142857143,0.5915750915750916,,10,4,24,15,0.5,53,1.0,,
ensemble_overall,codebook_with_examples_no_checklist,labeler_kyle,individual_coder,equal_weight_models,51,46,5,15,0.39215686274509803,0.32608695652173914,1.0,0.4918032786885246,1.0,0.6934782608695652,,5,0,31,15,0.5,51,1.0,,
ensemble_overall,codebook_with_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,equal_weight_models,43,41,2,14,0.37209302325581395,0.34146341463414637,1.0,0.509090909090909,1.0,0.5670731707317074,,2,0,27,14,0.5,43,1.0,,
ensemble_overall,codebook_with_examples_no_checklist,labeler_prerana,individual_coder,equal_weight_models,18,5,13,3,0.8888888888888888,0.6,1.0,0.75,1.0,0.8307692307692308,,13,0,2,3,0.5,18,1.0,,
ensemble_overall,codebook_with_examples_no_checklist,labeler_prerana__drop_kyle_only,individual_coder,equal_weight_models,18,5,13,3,0.8888888888888888,0.6,1.0,0.75,1.0,0.8307692307692308,,13,0,2,3,0.5,18,1.0,,
ensemble_overall,codebook_with_examples_no_checklist,new_gold_test_only,new_gold,equal_weight_models,76,46,30,21,0.5657894736842105,0.3695652173913043,0.8095238095238095,0.5074626865671642,0.8666666666666667,0.6713768115942029,,26,4,29,17,0.5,76,1.0,,
ensemble_overall,codebook_with_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,equal_weight_models,68,41,27,20,0.5735294117647058,0.3902439024390244,0.8,0.5245901639344263,0.8518518518518519,0.6955736224028908,,23,4,25,16,0.5,68,1.0,,
ensemble_overall,codebook_with_examples_no_checklist,old_gold_test_only,old_gold,equal_weight_models,76,54,22,21,0.4605263157894737,0.3148148148148148,0.8095238095238095,0.4533333333333333,0.8181818181818182,0.6275252525252526,,18,4,37,17,0.5,76,1.0,,
ensemble_overall,codebook_with_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,equal_weight_models,68,49,19,20,0.45588235294117646,0.32653061224489793,0.8,0.463768115942029,0.7894736842105263,0.6337271750805584,,15,4,33,16,0.5,68,1.0,,
ensemble_overall,codebook_with_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,equal_weight_models,122,90,32,37,0.5,0.36666666666666664,0.8918918918918919,0.5196850393700787,0.875,0.6725694444444444,,28,4,57,33,0.5,122,1.0,,
ensemble_overall,codebook_with_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,equal_weight_models,114,85,29,36,0.5,0.3764705882352941,0.8888888888888888,0.5289256198347108,0.8620689655172413,0.6752535496957404,,25,4,53,32,0.5,114,1.0,,
ensemble_overall,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,equal_weight_models,74,44,30,14,0.5135135135135135,0.25,0.7857142857142857,0.3793103448275862,0.9,0.6954545454545454,,27,3,33,11,0.5,76,0.9736842105263158,,
ensemble_overall,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,equal_weight_models,66,39,27,13,0.5151515151515151,0.2564102564102564,0.7692307692307693,0.38461538461538464,0.8888888888888888,0.717948717948718,,24,3,29,10,0.5,68,0.9705882352941176,,
ensemble_overall,codebook_with_examples_with_checklist,labeler_anmol,individual_coder,equal_weight_models,51,37,14,12,0.39215686274509803,0.24324324324324326,0.75,0.3673469387755102,0.7857142857142857,0.6148648648648649,,11,3,28,9,0.5,53,0.9622641509433962,,
ensemble_overall,codebook_with_examples_with_checklist,labeler_anmol__drop_kyle_only,individual_coder,equal_weight_models,51,37,14,12,0.39215686274509803,0.24324324324324326,0.75,0.3673469387755102,0.7857142857142857,0.6148648648648649,,11,3,28,9,0.5,53,0.9622641509433962,,
ensemble_overall,codebook_with_examples_with_checklist,labeler_kyle,individual_coder,equal_weight_models,49,44,5,11,0.32653061224489793,0.25,1.0,0.4,1.0,0.7250000000000001,,5,0,33,11,0.5,51,0.9607843137254902,,
ensemble_overall,codebook_with_examples_with_checklist,labeler_kyle__drop_kyle_only,individual_coder,equal_weight_models,41,39,2,10,0.2926829268292683,0.2564102564102564,1.0,0.40816326530612246,1.0,0.6217948717948718,,2,0,29,10,0.5,43,0.9534883720930233,,
ensemble_overall,codebook_with_examples_with_checklist,labeler_prerana,individual_coder,equal_weight_models,18,5,13,3,0.8888888888888888,0.6,1.0,0.75,1.0,0.8538461538461539,,13,0,2,3,0.5,18,1.0,,
ensemble_overall,codebook_with_examples_with_checklist,labeler_prerana__drop_kyle_only,individual_coder,equal_weight_models,18,5,13,3,0.8888888888888888,0.6,1.0,0.75,1.0,0.8538461538461539,,13,0,2,3,0.5,18,1.0,,
ensemble_overall,codebook_with_examples_with_checklist,new_gold_test_only,new_gold,equal_weight_models,74,44,30,14,0.5135135135135135,0.25,0.7857142857142857,0.3793103448275862,0.9,0.6954545454545454,,27,3,33,11,0.5,76,0.9736842105263158,,
ensemble_overall,codebook_with_examples_with_checklist,new_gold_test_only__drop_kyle_only,new_gold,equal_weight_models,66,39,27,13,0.5151515151515151,0.2564102564102564,0.7692307692307693,0.38461538461538464,0.8888888888888888,0.717948717948718,,24,3,29,10,0.5,68,0.9705882352941176,,
ensemble_overall,codebook_with_examples_with_checklist,old_gold_test_only,old_gold,equal_weight_models,74,52,22,14,0.40540540540540543,0.21153846153846154,0.7857142857142857,0.3333333333333333,0.8636363636363636,0.6429195804195804,,19,3,41,11,0.5,76,0.9736842105263158,,
ensemble_overall,codebook_with_examples_with_checklist,old_gold_test_only__drop_kyle_only,old_gold,equal_weight_models,66,47,19,13,0.3939393939393939,0.2127659574468085,0.7692307692307693,0.3333333333333333,0.8421052631578947,0.6461366181410974,,16,3,37,10,0.5,68,0.9705882352941176,,
ensemble_overall,codebook_with_examples_with_checklist,pooled_coder_labels,pooled_coder_decisions,equal_weight_models,118,86,32,26,0.4406779661016949,0.26744186046511625,0.8846153846153846,0.4107142857142857,0.90625,0.6893168604651163,,29,3,63,23,0.5,122,0.9672131147540983,,
ensemble_overall,codebook_with_examples_with_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,equal_weight_models,110,81,29,25,0.43636363636363634,0.2716049382716049,0.88,0.41509433962264153,0.896551724137931,0.6900808854831842,,26,3,59,22,0.5,114,0.9649122807017544,,
ensemble_overall,direct_target_only,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,equal_weight_models,76,46,30,13,0.5394736842105263,0.2608695652173913,0.9230769230769231,0.4067796610169492,0.9666666666666667,0.6518115942028986,,29,1,34,12,0.5,76,1.0,,
ensemble_overall,direct_target_only,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,equal_weight_models,68,41,27,13,0.5588235294117647,0.2926829268292683,0.9230769230769231,0.4444444444444444,0.9629629629629629,0.6757000903342366,,26,1,29,12,0.5,68,1.0,,
ensemble_overall,direct_target_only,labeler_anmol,individual_coder,equal_weight_models,53,39,14,12,0.4528301886792453,0.28205128205128205,0.9166666666666666,0.43137254901960786,0.9285714285714286,0.6520146520146521,,13,1,28,11,0.5,53,1.0,,
ensemble_overall,direct_target_only,labeler_anmol__drop_kyle_only,individual_coder,equal_weight_models,53,39,14,12,0.4528301886792453,0.28205128205128205,0.9166666666666666,0.43137254901960786,0.9285714285714286,0.6520146520146521,,13,1,28,11,0.5,53,1.0,,
ensemble_overall,direct_target_only,labeler_kyle,individual_coder,equal_weight_models,51,46,5,8,0.2549019607843137,0.17391304347826086,1.0,0.2962962962962963,1.0,0.6434782608695652,,5,0,38,8,0.5,51,1.0,,
ensemble_overall,direct_target_only,labeler_kyle__drop_kyle_only,individual_coder,equal_weight_models,43,41,2,8,0.23255813953488372,0.1951219512195122,1.0,0.32653061224489793,1.0,0.6097560975609756,,2,0,33,8,0.5,43,1.0,,
ensemble_overall,direct_target_only,labeler_prerana,individual_coder,equal_weight_models,18,5,13,3,0.8888888888888888,0.6,1.0,0.75,1.0,0.8461538461538461,,13,0,2,3,0.5,18,1.0,,
ensemble_overall,direct_target_only,labeler_prerana__drop_kyle_only,individual_coder,equal_weight_models,18,5,13,3,0.8888888888888888,0.6,1.0,0.75,1.0,0.8461538461538461,,13,0,2,3,0.5,18,1.0,,
ensemble_overall,direct_target_only,new_gold_test_only,new_gold,equal_weight_models,76,46,30,13,0.5394736842105263,0.2608695652173913,0.9230769230769231,0.4067796610169492,0.9666666666666667,0.6518115942028986,,29,1,34,12,0.5,76,1.0,,
ensemble_overall,direct_target_only,new_gold_test_only__drop_kyle_only,new_gold,equal_weight_models,68,41,27,13,0.5588235294117647,0.2926829268292683,0.9230769230769231,0.4444444444444444,0.9629629629629629,0.6757000903342366,,26,1,29,12,0.5,68,1.0,,
ensemble_overall,direct_target_only,old_gold_test_only,old_gold,equal_weight_models,76,54,22,13,0.4342105263157895,0.2222222222222222,0.9230769230769231,0.3582089552238806,0.9545454545454546,0.6430976430976431,,21,1,42,12,0.5,76,1.0,,
ensemble_overall,direct_target_only,old_gold_test_only__drop_kyle_only,old_gold,equal_weight_models,68,49,19,13,0.4411764705882353,0.24489795918367346,0.9230769230769231,0.3870967741935484,0.9473684210526315,0.6578947368421052,,18,1,37,12,0.5,68,1.0,,
ensemble_overall,direct_target_only,pooled_coder_labels,pooled_coder_decisions,equal_weight_models,122,90,32,23,0.4344262295081967,0.24444444444444444,0.9565217391304348,0.3893805309734513,0.96875,0.6453125,,31,1,68,22,0.5,122,1.0,,
ensemble_overall,direct_target_only,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,equal_weight_models,114,85,29,23,0.43859649122807015,0.25882352941176473,0.9565217391304348,0.4074074074074074,0.9655172413793104,0.6515212981744422,,28,1,63,22,0.5,114,1.0,,
ensemble_document,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,equal_weight_models,22,5,17,0,0.7727272727272727,0.0,0.0,0.0,1.0,0.4529411764705883,,17,0,5,0,0.5,22,1.0,EPA,
ensemble_document,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,equal_weight_models,27,21,6,8,0.4444444444444444,0.3333333333333333,0.875,0.4827586206896552,0.8333333333333334,0.4365079365079365,,5,1,14,7,0.5,28,0.9642857142857143,ERP Report,
ensemble_document,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,equal_weight_models,7,6,1,1,0.2857142857142857,0.16666666666666666,1.0,0.2857142857142857,1.0,0.6666666666666666,,1,0,5,1,0.5,7,1.0,GAO,
ensemble_document,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,equal_weight_models,11,5,6,3,0.8181818181818182,0.6,1.0,0.75,1.0,0.9333333333333333,,6,0,2,3,0.5,11,1.0,Hurricane Katrina,
ensemble_document,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,equal_weight_models,8,8,0,4,0.5,0.5,1.0,0.6666666666666666,,,single_reference_class,0,0,4,4,0.5,8,1.0,PAR,
ensemble_document,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,equal_weight_models,18,3,15,0,0.8333333333333334,0.0,0.0,0.0,1.0,0.711111111111111,,15,0,3,0,0.5,18,1.0,EPA,
ensemble_document,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,equal_weight_models,27,21,6,8,0.4444444444444444,0.3333333333333333,0.875,0.4827586206896552,0.8333333333333334,0.4365079365079365,,5,1,14,7,0.5,28,0.9642857142857143,ERP Report,
ensemble_document,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,equal_weight_models,3,3,0,1,0.3333333333333333,0.3333333333333333,1.0,0.5,,,single_reference_class,0,0,2,1,0.5,3,1.0,GAO,
ensemble_document,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,equal_weight_models,11,5,6,3,0.8181818181818182,0.6,1.0,0.75,1.0,0.9333333333333333,,6,0,2,3,0.5,11,1.0,Hurricane Katrina,
ensemble_document,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,equal_weight_models,8,8,0,4,0.5,0.5,1.0,0.6666666666666666,,,single_reference_class,0,0,4,4,0.5,8,1.0,PAR,
ensemble_document,codebook_no_examples_no_checklist,labeler_anmol,individual_coder,equal_weight_models,6,2,4,0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,,4,0,2,0,0.5,6,1.0,EPA,
ensemble_document,codebook_no_examples_no_checklist,labeler_anmol,individual_coder,equal_weight_models,27,21,6,8,0.4444444444444444,0.3333333333333333,0.875,0.4827586206896552,0.8333333333333334,0.4365079365079365,,5,1,14,7,0.5,28,0.9642857142857143,ERP Report,
ensemble_document,codebook_no_examples_no_checklist,labeler_anmol,individual_coder,equal_weight_models,3,3,0,1,0.3333333333333333,0.3333333333333333,1.0,0.5,,,single_reference_class,0,0,2,1,0.5,3,1.0,GAO,
ensemble_document,codebook_no_examples_no_checklist,labeler_anmol,individual_coder,equal_weight_models,9,5,4,3,0.7777777777777778,0.6,1.0,0.75,1.0,0.9,,4,0,2,3,0.5,9,1.0,Hurricane Katrina,
ensemble_document,codebook_no_examples_no_checklist,labeler_anmol,individual_coder,equal_weight_models,7,7,0,3,0.42857142857142855,0.42857142857142855,1.0,0.6,,,single_reference_class,0,0,4,3,0.5,7,1.0,PAR,
ensemble_document,codebook_no_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,equal_weight_models,6,2,4,0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,,4,0,2,0,0.5,6,1.0,EPA,
ensemble_document,codebook_no_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,equal_weight_models,27,21,6,8,0.4444444444444444,0.3333333333333333,0.875,0.4827586206896552,0.8333333333333334,0.4365079365079365,,5,1,14,7,0.5,28,0.9642857142857143,ERP Report,
ensemble_document,codebook_no_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,equal_weight_models,3,3,0,1,0.3333333333333333,0.3333333333333333,1.0,0.5,,,single_reference_class,0,0,2,1,0.5,3,1.0,GAO,
ensemble_document,codebook_no_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,equal_weight_models,9,5,4,3,0.7777777777777778,0.6,1.0,0.75,1.0,0.9,,4,0,2,3,0.5,9,1.0,Hurricane Katrina,
ensemble_document,codebook_no_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,equal_weight_models,7,7,0,3,0.42857142857142855,0.42857142857142855,1.0,0.6,,,single_reference_class,0,0,4,3,0.5,7,1.0,PAR,
ensemble_document,codebook_no_examples_no_checklist,labeler_kyle,individual_coder,equal_weight_models,8,6,2,0,0.25,0.0,0.0,0.0,1.0,0.5416666666666666,,2,0,6,0,0.5,8,1.0,EPA,
ensemble_document,codebook_no_examples_no_checklist,labeler_kyle,individual_coder,equal_weight_models,27,27,0,8,0.2962962962962963,0.2962962962962963,1.0,0.45714285714285713,,,single_reference_class,0,0,19,8,0.5,28,0.9642857142857143,ERP Report,
ensemble_document,codebook_no_examples_no_checklist,labeler_kyle,individual_coder,equal_weight_models,6,5,1,1,0.3333333333333333,0.2,1.0,0.3333333333333333,1.0,0.6,,1,0,4,1,0.5,6,1.0,GAO,
ensemble_document,codebook_no_examples_no_checklist,labeler_kyle,individual_coder,equal_weight_models,9,7,2,3,0.5555555555555556,0.42857142857142855,1.0,0.6,1.0,0.8571428571428572,,2,0,4,3,0.5,9,1.0,Hurricane Katrina,
ensemble_document,codebook_no_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,equal_weight_models,4,4,0,0,0.0,0.0,0.0,0.0,,,single_reference_class,0,0,4,0,0.5,4,1.0,EPA,
ensemble_document,codebook_no_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,equal_weight_models,27,27,0,8,0.2962962962962963,0.2962962962962963,1.0,0.45714285714285713,,,single_reference_class,0,0,19,8,0.5,28,0.9642857142857143,ERP Report,
ensemble_document,codebook_no_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,equal_weight_models,2,2,0,1,0.5,0.5,1.0,0.6666666666666666,,,single_reference_class,0,0,1,1,0.5,2,1.0,GAO,
ensemble_document,codebook_no_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,equal_weight_models,9,7,2,3,0.5555555555555556,0.42857142857142855,1.0,0.6,1.0,0.8571428571428572,,2,0,4,3,0.5,9,1.0,Hurricane Katrina,
ensemble_document,codebook_no_examples_no_checklist,labeler_prerana,individual_coder,equal_weight_models,14,1,13,0,0.9285714285714286,0.0,0.0,0.0,1.0,0.15384615384615385,,13,0,1,0,0.5,14,1.0,EPA,
ensemble_document,codebook_no_examples_no_checklist,labeler_prerana,individual_coder,equal_weight_models,4,4,0,3,0.75,0.75,1.0,0.8571428571428571,,,single_reference_class,0,0,1,3,0.5,4,1.0,PAR,
ensemble_document,codebook_no_examples_no_checklist,labeler_prerana__drop_kyle_only,individual_coder,equal_weight_models,14,1,13,0,0.9285714285714286,0.0,0.0,0.0,1.0,0.15384615384615385,,13,0,1,0,0.5,14,1.0,EPA,
ensemble_document,codebook_no_examples_no_checklist,labeler_prerana__drop_kyle_only,individual_coder,equal_weight_models,4,4,0,3,0.75,0.75,1.0,0.8571428571428571,,,single_reference_class,0,0,1,3,0.5,4,1.0,PAR,
ensemble_document,codebook_no_examples_no_checklist,new_gold_test_only,new_gold,equal_weight_models,22,5,17,0,0.7727272727272727,0.0,0.0,0.0,1.0,0.4529411764705883,,17,0,5,0,0.5,22,1.0,EPA,
ensemble_document,codebook_no_examples_no_checklist,new_gold_test_only,new_gold,equal_weight_models,27,21,6,8,0.4444444444444444,0.3333333333333333,0.875,0.4827586206896552,0.8333333333333334,0.4365079365079365,,5,1,14,7,0.5,28,0.9642857142857143,ERP Report,
ensemble_document,codebook_no_examples_no_checklist,new_gold_test_only,new_gold,equal_weight_models,7,6,1,1,0.2857142857142857,0.16666666666666666,1.0,0.2857142857142857,1.0,0.6666666666666666,,1,0,5,1,0.5,7,1.0,GAO,
ensemble_document,codebook_no_examples_no_checklist,new_gold_test_only,new_gold,equal_weight_models,11,5,6,3,0.8181818181818182,0.6,1.0,0.75,1.0,0.9333333333333333,,6,0,2,3,0.5,11,1.0,Hurricane Katrina,
ensemble_document,codebook_no_examples_no_checklist,new_gold_test_only,new_gold,equal_weight_models,8,8,0,4,0.5,0.5,1.0,0.6666666666666666,,,single_reference_class,0,0,4,4,0.5,8,1.0,PAR,
ensemble_document,codebook_no_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,equal_weight_models,18,3,15,0,0.8333333333333334,0.0,0.0,0.0,1.0,0.711111111111111,,15,0,3,0,0.5,18,1.0,EPA,
