valid_prediction_n,reference_positive_n,reference_negative_n,predicted_positive_n,accuracy,recall,precision,f1,specificity,auroc,auroc_flag,tn,fp,fn,tp,threshold,distance_from_0_5,provider,run_name,requested_model,prompt_variant,evaluation_scope,target_family
76,54,22,20,0.5,0.3333333333333333,0.9,0.4864864864864865,0.9090909090909091,0.6574074074074073,,20,2,36,18,0.52,0.020000000000000018,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,20,0.5,0.3333333333333333,0.9,0.4864864864864865,0.9090909090909091,0.6574074074074073,,20,2,36,18,0.47,0.030000000000000027,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,20,0.5,0.3333333333333333,0.9,0.4864864864864865,0.9090909090909091,0.6574074074074073,,20,2,36,18,0.53,0.030000000000000027,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,20,0.5,0.3333333333333333,0.9,0.4864864864864865,0.9090909090909091,0.6574074074074073,,20,2,36,18,0.46,0.03999999999999998,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,20,0.5,0.3333333333333333,0.9,0.4864864864864865,0.9090909090909091,0.6574074074074073,,20,2,36,18,0.54,0.040000000000000036,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,20,0.5,0.3333333333333333,0.9,0.4864864864864865,0.9090909090909091,0.6574074074074073,,20,2,36,18,0.45,0.04999999999999999,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,20,0.5,0.3333333333333333,0.9,0.4864864864864865,0.9090909090909091,0.6574074074074073,,20,2,36,18,0.55,0.050000000000000044,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,20,0.5,0.3333333333333333,0.9,0.4864864864864865,0.9090909090909091,0.6574074074074073,,20,2,36,18,0.44,0.06,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,20,0.5,0.3333333333333333,0.9,0.4864864864864865,0.9090909090909091,0.6574074074074073,,20,2,36,18,0.56,0.06000000000000005,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,20,0.5,0.3333333333333333,0.9,0.4864864864864865,0.9090909090909091,0.6574074074074073,,20,2,36,18,0.57,0.06999999999999995,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,20,0.5,0.3333333333333333,0.9,0.4864864864864865,0.9090909090909091,0.6574074074074073,,20,2,36,18,0.43,0.07,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,20,0.5,0.3333333333333333,0.9,0.4864864864864865,0.9090909090909091,0.6574074074074073,,20,2,36,18,0.58,0.07999999999999996,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,20,0.5,0.3333333333333333,0.9,0.4864864864864865,0.9090909090909091,0.6574074074074073,,20,2,36,18,0.59,0.08999999999999997,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,20,0.5,0.3333333333333333,0.9,0.4864864864864865,0.9090909090909091,0.6574074074074073,,20,2,36,18,0.6,0.09999999999999998,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,20,0.5,0.3333333333333333,0.9,0.4864864864864865,0.9090909090909091,0.6574074074074073,,20,2,36,18,0.61,0.10999999999999999,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,20,0.5,0.3333333333333333,0.9,0.4864864864864865,0.9090909090909091,0.6574074074074073,,20,2,36,18,0.62,0.12,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,18,0.47368421052631576,0.2962962962962963,0.8888888888888888,0.4444444444444444,0.9090909090909091,0.6574074074074073,,20,2,38,16,0.63,0.13,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,18,0.47368421052631576,0.2962962962962963,0.8888888888888888,0.4444444444444444,0.9090909090909091,0.6574074074074073,,20,2,38,16,0.64,0.14,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,18,0.47368421052631576,0.2962962962962963,0.8888888888888888,0.4444444444444444,0.9090909090909091,0.6574074074074073,,20,2,38,16,0.65,0.15000000000000002,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,18,0.47368421052631576,0.2962962962962963,0.8888888888888888,0.4444444444444444,0.9090909090909091,0.6574074074074073,,20,2,38,16,0.66,0.16000000000000003,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,18,0.47368421052631576,0.2962962962962963,0.8888888888888888,0.4444444444444444,0.9090909090909091,0.6574074074074073,,20,2,38,16,0.67,0.17000000000000004,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,18,0.47368421052631576,0.2962962962962963,0.8888888888888888,0.4444444444444444,0.9090909090909091,0.6574074074074073,,20,2,38,16,0.68,0.18000000000000005,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,18,0.47368421052631576,0.2962962962962963,0.8888888888888888,0.4444444444444444,0.9090909090909091,0.6574074074074073,,20,2,38,16,0.69,0.18999999999999995,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,18,0.47368421052631576,0.2962962962962963,0.8888888888888888,0.4444444444444444,0.9090909090909091,0.6574074074074073,,20,2,38,16,0.7,0.19999999999999996,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,18,0.47368421052631576,0.2962962962962963,0.8888888888888888,0.4444444444444444,0.9090909090909091,0.6574074074074073,,20,2,38,16,0.71,0.20999999999999996,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,18,0.47368421052631576,0.2962962962962963,0.8888888888888888,0.4444444444444444,0.9090909090909091,0.6574074074074073,,20,2,38,16,0.72,0.21999999999999997,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,2,0.3157894736842105,0.037037037037037035,1.0,0.07142857142857142,1.0,0.6574074074074073,,22,0,52,2,0.73,0.22999999999999998,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,2,0.3157894736842105,0.037037037037037035,1.0,0.07142857142857142,1.0,0.6574074074074073,,22,0,52,2,0.74,0.24,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,2,0.3157894736842105,0.037037037037037035,1.0,0.07142857142857142,1.0,0.6574074074074073,,22,0,52,2,0.75,0.25,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,2,0.3157894736842105,0.037037037037037035,1.0,0.07142857142857142,1.0,0.6574074074074073,,22,0,52,2,0.76,0.26,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,2,0.3157894736842105,0.037037037037037035,1.0,0.07142857142857142,1.0,0.6574074074074073,,22,0,52,2,0.77,0.27,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,2,0.3157894736842105,0.037037037037037035,1.0,0.07142857142857142,1.0,0.6574074074074073,,22,0,52,2,0.78,0.28,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,0,0.2894736842105263,0.0,0.0,0.0,1.0,0.6574074074074073,,22,0,54,0,0.79,0.29000000000000004,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,0,0.2894736842105263,0.0,0.0,0.0,1.0,0.6574074074074073,,22,0,54,0,0.8,0.30000000000000004,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,0,0.2894736842105263,0.0,0.0,0.0,1.0,0.6574074074074073,,22,0,54,0,0.81,0.31000000000000005,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,0,0.2894736842105263,0.0,0.0,0.0,1.0,0.6574074074074073,,22,0,54,0,0.82,0.31999999999999995,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,0,0.2894736842105263,0.0,0.0,0.0,1.0,0.6574074074074073,,22,0,54,0,0.83,0.32999999999999996,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,0,0.2894736842105263,0.0,0.0,0.0,1.0,0.6574074074074073,,22,0,54,0,0.84,0.33999999999999997,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,0,0.2894736842105263,0.0,0.0,0.0,1.0,0.6574074074074073,,22,0,54,0,0.85,0.35,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,0,0.2894736842105263,0.0,0.0,0.0,1.0,0.6574074074074073,,22,0,54,0,0.86,0.36,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,0,0.2894736842105263,0.0,0.0,0.0,1.0,0.6574074074074073,,22,0,54,0,0.87,0.37,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,0,0.2894736842105263,0.0,0.0,0.0,1.0,0.6574074074074073,,22,0,54,0,0.88,0.38,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,0,0.2894736842105263,0.0,0.0,0.0,1.0,0.6574074074074073,,22,0,54,0,0.89,0.39,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,0,0.2894736842105263,0.0,0.0,0.0,1.0,0.6574074074074073,,22,0,54,0,0.9,0.4,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,0,0.2894736842105263,0.0,0.0,0.0,1.0,0.6574074074074073,,22,0,54,0,0.91,0.41000000000000003,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,0,0.2894736842105263,0.0,0.0,0.0,1.0,0.6574074074074073,,22,0,54,0,0.92,0.42000000000000004,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,0,0.2894736842105263,0.0,0.0,0.0,1.0,0.6574074074074073,,22,0,54,0,0.93,0.43000000000000005,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,0,0.2894736842105263,0.0,0.0,0.0,1.0,0.6574074074074073,,22,0,54,0,0.94,0.43999999999999995,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
76,54,22,0,0.2894736842105263,0.0,0.0,0.0,1.0,0.6574074074074073,,22,0,54,0,0.95,0.44999999999999996,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,old_gold_test_only,old_gold
53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6263736263736264,,0,14,0,39,0.15,0.35,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6263736263736264,,0,14,0,39,0.14,0.36,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6263736263736264,,0,14,0,39,0.13,0.37,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6263736263736264,,0,14,0,39,0.12,0.38,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6263736263736264,,0,14,0,39,0.11,0.39,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6263736263736264,,0,14,0,39,0.1,0.4,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6263736263736264,,0,14,0,39,0.09,0.41000000000000003,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6263736263736264,,0,14,0,39,0.08,0.42,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6263736263736264,,0,14,0,39,0.07,0.43,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6263736263736264,,0,14,0,39,0.06,0.44,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,53,0.7358490566037735,1.0,0.7358490566037735,0.8478260869565217,0.0,0.6263736263736264,,0,14,0,39,0.05,0.45,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,37,0.6226415094339622,0.717948717948718,0.7567567567567568,0.7368421052631579,0.35714285714285715,0.6263736263736264,,5,9,11,28,0.25,0.25,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,37,0.6226415094339622,0.717948717948718,0.7567567567567568,0.7368421052631579,0.35714285714285715,0.6263736263736264,,5,9,11,28,0.24,0.26,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,37,0.6226415094339622,0.717948717948718,0.7567567567567568,0.7368421052631579,0.35714285714285715,0.6263736263736264,,5,9,11,28,0.23,0.27,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,37,0.6226415094339622,0.717948717948718,0.7567567567567568,0.7368421052631579,0.35714285714285715,0.6263736263736264,,5,9,11,28,0.22,0.28,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,37,0.6226415094339622,0.717948717948718,0.7567567567567568,0.7368421052631579,0.35714285714285715,0.6263736263736264,,5,9,11,28,0.21,0.29000000000000004,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,37,0.6226415094339622,0.717948717948718,0.7567567567567568,0.7368421052631579,0.35714285714285715,0.6263736263736264,,5,9,11,28,0.2,0.3,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,37,0.6226415094339622,0.717948717948718,0.7567567567567568,0.7368421052631579,0.35714285714285715,0.6263736263736264,,5,9,11,28,0.19,0.31,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,37,0.6226415094339622,0.717948717948718,0.7567567567567568,0.7368421052631579,0.35714285714285715,0.6263736263736264,,5,9,11,28,0.18,0.32,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,37,0.6226415094339622,0.717948717948718,0.7567567567567568,0.7368421052631579,0.35714285714285715,0.6263736263736264,,5,9,11,28,0.17,0.32999999999999996,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,37,0.6226415094339622,0.717948717948718,0.7567567567567568,0.7368421052631579,0.35714285714285715,0.6263736263736264,,5,9,11,28,0.16,0.33999999999999997,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,22,0.5660377358490566,0.48717948717948717,0.8636363636363636,0.6229508196721312,0.7857142857142857,0.6263736263736264,,11,3,20,19,0.35,0.15000000000000002,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,22,0.5660377358490566,0.48717948717948717,0.8636363636363636,0.6229508196721312,0.7857142857142857,0.6263736263736264,,11,3,20,19,0.34,0.15999999999999998,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,22,0.5660377358490566,0.48717948717948717,0.8636363636363636,0.6229508196721312,0.7857142857142857,0.6263736263736264,,11,3,20,19,0.33,0.16999999999999998,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,22,0.5660377358490566,0.48717948717948717,0.8636363636363636,0.6229508196721312,0.7857142857142857,0.6263736263736264,,11,3,20,19,0.32,0.18,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,22,0.5660377358490566,0.48717948717948717,0.8636363636363636,0.6229508196721312,0.7857142857142857,0.6263736263736264,,11,3,20,19,0.31,0.19,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,22,0.5660377358490566,0.48717948717948717,0.8636363636363636,0.6229508196721312,0.7857142857142857,0.6263736263736264,,11,3,20,19,0.3,0.2,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,22,0.5660377358490566,0.48717948717948717,0.8636363636363636,0.6229508196721312,0.7857142857142857,0.6263736263736264,,11,3,20,19,0.29,0.21000000000000002,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,22,0.5660377358490566,0.48717948717948717,0.8636363636363636,0.6229508196721312,0.7857142857142857,0.6263736263736264,,11,3,20,19,0.28,0.21999999999999997,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,22,0.5660377358490566,0.48717948717948717,0.8636363636363636,0.6229508196721312,0.7857142857142857,0.6263736263736264,,11,3,20,19,0.27,0.22999999999999998,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,22,0.5660377358490566,0.48717948717948717,0.8636363636363636,0.6229508196721312,0.7857142857142857,0.6263736263736264,,11,3,20,19,0.26,0.24,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,18,0.5283018867924528,0.41025641025641024,0.8888888888888888,0.5614035087719298,0.8571428571428571,0.6263736263736264,,12,2,23,16,0.42,0.08000000000000002,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,18,0.5283018867924528,0.41025641025641024,0.8888888888888888,0.5614035087719298,0.8571428571428571,0.6263736263736264,,12,2,23,16,0.41,0.09000000000000002,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,18,0.5283018867924528,0.41025641025641024,0.8888888888888888,0.5614035087719298,0.8571428571428571,0.6263736263736264,,12,2,23,16,0.4,0.09999999999999998,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,18,0.5283018867924528,0.41025641025641024,0.8888888888888888,0.5614035087719298,0.8571428571428571,0.6263736263736264,,12,2,23,16,0.39,0.10999999999999999,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,18,0.5283018867924528,0.41025641025641024,0.8888888888888888,0.5614035087719298,0.8571428571428571,0.6263736263736264,,12,2,23,16,0.38,0.12,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,18,0.5283018867924528,0.41025641025641024,0.8888888888888888,0.5614035087719298,0.8571428571428571,0.6263736263736264,,12,2,23,16,0.37,0.13,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,18,0.5283018867924528,0.41025641025641024,0.8888888888888888,0.5614035087719298,0.8571428571428571,0.6263736263736264,,12,2,23,16,0.36,0.14,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,17,0.5094339622641509,0.38461538461538464,0.8823529411764706,0.5357142857142857,0.8571428571428571,0.6263736263736264,,12,2,24,15,0.5,0.0,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,17,0.5094339622641509,0.38461538461538464,0.8823529411764706,0.5357142857142857,0.8571428571428571,0.6263736263736264,,12,2,24,15,0.49,0.010000000000000009,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,17,0.5094339622641509,0.38461538461538464,0.8823529411764706,0.5357142857142857,0.8571428571428571,0.6263736263736264,,12,2,24,15,0.51,0.010000000000000009,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,17,0.5094339622641509,0.38461538461538464,0.8823529411764706,0.5357142857142857,0.8571428571428571,0.6263736263736264,,12,2,24,15,0.48,0.020000000000000018,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,17,0.5094339622641509,0.38461538461538464,0.8823529411764706,0.5357142857142857,0.8571428571428571,0.6263736263736264,,12,2,24,15,0.52,0.020000000000000018,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,17,0.5094339622641509,0.38461538461538464,0.8823529411764706,0.5357142857142857,0.8571428571428571,0.6263736263736264,,12,2,24,15,0.47,0.030000000000000027,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,17,0.5094339622641509,0.38461538461538464,0.8823529411764706,0.5357142857142857,0.8571428571428571,0.6263736263736264,,12,2,24,15,0.53,0.030000000000000027,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,17,0.5094339622641509,0.38461538461538464,0.8823529411764706,0.5357142857142857,0.8571428571428571,0.6263736263736264,,12,2,24,15,0.46,0.03999999999999998,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,17,0.5094339622641509,0.38461538461538464,0.8823529411764706,0.5357142857142857,0.8571428571428571,0.6263736263736264,,12,2,24,15,0.54,0.040000000000000036,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,17,0.5094339622641509,0.38461538461538464,0.8823529411764706,0.5357142857142857,0.8571428571428571,0.6263736263736264,,12,2,24,15,0.45,0.04999999999999999,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,17,0.5094339622641509,0.38461538461538464,0.8823529411764706,0.5357142857142857,0.8571428571428571,0.6263736263736264,,12,2,24,15,0.55,0.050000000000000044,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
53,39,14,17,0.5094339622641509,0.38461538461538464,0.8823529411764706,0.5357142857142857,0.8571428571428571,0.6263736263736264,,12,2,24,15,0.44,0.06,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_with_checklist,labeler_anmol,individual_coder
